Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Peptides 2	Razor + unique peptides 1	Razor + unique peptides 2	Unique peptides 1	Unique peptides 2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 11	Fraction 12	Fraction 13	Q-value	Score	Identification type 1	Identification type 2	Sequence coverage 1 [%]	Sequence coverage 2 [%]	Intensity	Intensity 1	Intensity 2	iBAQ	iBAQ 1	iBAQ 2	LFQ intensity 1	LFQ intensity 2	MS/MS count 1	MS/MS count 2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.10.4430:mRNA-p1;Tb10.v4.0033:mRNA-p1;Tb11.v5.0767.1-p1	Tb927.10.4430:mRNA-p1;Tb10.v4.0033:mRNA-p1;Tb11.v5.0767.1-p1	27;27;21	27;27;21	27;27;21	Tb927.10.4430:mRNA-p1 | transcript=Tb927.10.4430:mRNA | gene=Tb927.10.4430 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=pumillo RNA binding protein PUF1 | transcript_product=pumillo RNA binding protein PUF1 | location=Tb927_10_v5.1:1141343-1	3	27	27	27	25	23	25	23	25	23	55.9	55.9	55.9	63.851	572	572;572;503	7.66		9	38		12	33	0	290.53	By MS/MS	By MS/MS	52.8	48.8	7948200000	3611900000	4336300000	264940000	120400000	144540000	570320000	655840000	43	40	83				101	1622;4002;4110;4589;7441;7639;8022;9117;9721;10350;10939;12668;14319;14320;19665;19747;20595;20639;20685;21837;22143;22689;23945;23946;24120;24752;29615	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1730;4286;4396;4919;7981;8195;8196;8607;9770;10408;10409;11078;11693;13553;15308;15309;21285;21376;22257;22302;22350;23566;23885;24467;24468;25820;25821;26000;26670;31928;31929	4175;4176;4177;4178;4179;4180;9757;9758;9759;9760;9963;9964;11098;17950;17951;17952;18419;18420;18421;18422;19316;19317;19318;21855;21856;21857;21858;23226;23227;23228;23229;24707;24708;24709;24710;26094;26095;26096;30515;30516;34600;34601;34602;34603;34604;34605;34606;48050;48051;48282;48283;48284;50197;50198;50199;50200;50201;50202;50301;50302;50303;50304;50407;50408;50409;50410;53138;53139;53140;53141;53813;55076;55077;55078;55079;58161;58162;58163;58164;58165;58545;58546;58547;58548;60013;60014;60015;60016;72278;72279;72280;72281	3979;3980;3981;3982;3983;9320;9321;9322;9323;9522;9523;9524;10610;17180;17181;17642;17643;17644;17645;18547;18548;18549;18550;21017;21018;21019;22363;22364;22365;22366;23782;23783;23784;23785;23786;25157;25158;29485;29486;33399;33400;33401;33402;33403;33404;33405;33406;33407;46353;46585;46586;48398;48399;48400;48401;48402;48403;48496;48497;48596;48597;48598;48599;51175;51176;51805;53005;53006;53007;53008;56003;56004;56005;56006;56007;56362;56363;56364;56365;57783;57784;57785;69759;69760;69761;69762	3982;9323;9522;10610;17180;17642;18549;21017;22364;23783;25157;29485;33399;33404;46353;46585;48399;48497;48597;51175;51805;53007;56004;56007;56363;57785;69761	115;116;117;118;119;120	70;121;136;468;472;485
Tb927.10.4440:mRNA-p1;Tb10.v4.0034:mRNA-p1	Tb927.10.4440:mRNA-p1;Tb10.v4.0034:mRNA-p1	3;3	3;3	3;3	Tb927.10.4440:mRNA-p1 | transcript=Tb927.10.4440:mRNA | gene=Tb927.10.4440 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=predicted SAP domain protein | transcript_product=predicted SAP domain protein | location=Tb927_10_v5.1:1143913-1144776(-	2	3	3	3	1	3	1	3	1	3	16.7	16.7	16.7	30.902	287	287;287	11			1			4	0	27.316	By MS/MS	By MS/MS	5.2	16.7	64004000	4718000	59286000	5818600	428910	5389700	0	9029900	1	4	5				102	14893;22402;23094	True;True;True	15917;24163;24903	35881;54411;54412;56101;56102	34608;52372;52373;54021;54022	34608;52372;54022		
Tb927.10.4450:mRNA-p1;Tb11.v5.0757.1-p1;Tb10.v4.0035:mRNA-p1	Tb927.10.4450:mRNA-p1;Tb11.v5.0757.1-p1;Tb10.v4.0035:mRNA-p1	1;1;1	1;1;1	1;1;1	Tb927.10.4450:mRNA-p1 | transcript=Tb927.10.4450:mRNA | gene=Tb927.10.4450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=stress-inducible protein STI1-like, putative | transcript_product=stress-inducible protein STI1-like, putative | location	3	1	1	1	0	1	0	1	0	1	5.4	5.4	5.4	28.425	257	257;257;257	13						1	0.0085646	1.71		By MS/MS	0	5.4	11338000	0	11338000	629860	0	629860	0	1726800	0	1	1				103	14391	True	15384	34768	33564	33564		
Tb927.10.4470:mRNA-p1;Tb10.v4.0037:mRNA-p1	Tb927.10.4470:mRNA-p1;Tb10.v4.0037:mRNA-p1	3;3	3;3	3;3	Tb927.10.4470:mRNA-p1 | transcript=Tb927.10.4470:mRNA | gene=Tb927.10.4470 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_10_v5.1:1147705-115	2	3	3	3	1	2	1	2	1	2	3.7	3.7	3.7	115.54	1051	1051;1121	8.67		1			2		0	4.7243	By MS/MS	By MS/MS	1.5	2.2	3261700	0	3261700	83633	0	83633	0	878470	1	2	3				104	11162;23401;24552	True;True;True	11928;25223;26459	26719;56843;59562	25796;54724;57342	25796;54724;57342		
Tb927.10.4330:mRNA-p1;Tb11.v5.1012.1-p1;Tb10.v4.0043:mRNA-p1	Tb927.10.4330:mRNA-p1;Tb11.v5.1012.1-p1;Tb10.v4.0043:mRNA-p1	1;1;1	1;1;1	1;1;1	Tb927.10.4330:mRNA-p1 | transcript=Tb927.10.4330:mRNA | gene=Tb927.10.4330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative | transcript_product=2-oxoisovalerate dehy	3	1	1	1	0	1	0	1	0	1	5.2	5.2	5.2	40.222	368	368;368;368	13						1	0	6.5602		By MS/MS	0	5.2	4131000	0	4131000	229500	0	229500	0	629180	0	1	1				105	22165	True	23910	53862	51853	51853		
Tb927.10.4310:mRNA-p1;Tb10.v4.0045:mRNA-p1	Tb927.10.4310:mRNA-p1;Tb10.v4.0045:mRNA-p1	21;21	21;21	21;21	Tb927.10.4310:mRNA-p1 | transcript=Tb927.10.4310:mRNA | gene=Tb927.10.4310 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=prohibitin 2, putative | transcript_product=prohibitin 2, putative | location=Tb927_10_v5.1:1121153-1122040(+) | protein_	2	21	21	21	20	19	20	19	20	19	66.4	66.4	66.4	32.215	295	295;295	7.81			27			25	0	189.12	By MS/MS	By MS/MS	65.8	64.1	6381600000	3300500000	3081100000	303890000	157170000	146720000	535630000	478750000	28	24	52				106	2136;2936;4270;5546;7300;7705;7963;10138;12074;15471;19224;19466;20494;21002;21599;23068;25384;27240;27241;28295;29672	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2308;3156;4565;5935;7827;8263;8264;8545;10859;12898;12899;16521;16522;20800;21071;22153;22688;22689;23320;24876;27348;29366;29367;30503;31989	5461;5462;7369;7370;7371;7372;10327;10328;13275;13276;17556;17557;18551;18552;18553;19193;19194;24215;24216;24217;28972;28973;28974;37216;37217;37218;46871;46872;46873;46874;47542;47543;49980;49981;51197;51198;51199;52584;52585;56022;56023;61559;61560;66317;66318;66319;66320;66321;69012;69013;69014;72400	5196;5197;7023;7024;7025;7026;9871;9872;12671;12672;16784;16785;17768;17769;17770;18423;18424;23322;23323;23324;28007;28008;28009;35905;35906;35907;45204;45205;45206;45207;45208;45862;45863;48183;48184;49343;49344;49345;50662;50663;53945;53946;59295;59296;63978;63979;63980;63981;63982;66584;66585;66586;69877	5196;7026;9872;12671;16784;17769;18423;23322;28009;35906;45204;45863;48184;49345;50662;53945;59295;63978;63979;66586;69877	121;122;123;124	174;194;213;247
Tb10.v4.0052:mRNA-p1;Tb927.10.10360:mRNA-p1;Tb10.v4.0053:mRNA-p1	Tb10.v4.0052:mRNA-p1;Tb927.10.10360:mRNA-p1;Tb10.v4.0053:mRNA-p1	13;11;9	13;11;9	2;2;2	Tb10.v4.0052:mRNA-p1 | transcript=Tb10.v4.0052:mRNA | gene=Tb10.v4.0052 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=microtubule-associated protein 2 | transcript_product=microtubule-associated protein 2 | location=Tp_ends-39g01.p1k:50-14692	3	13	13	2	8	13	8	13	2	2	60.9	60.9	10.8	561.21	4880	4880;3198;4119	7.56	12	1		19	3	1	0	66.673	By MS/MS	By MS/MS	60	60.9	1372200000	630900000	741290000	3639800	1673500	1966300	282200000	813380000	12	23	35				107	4836;4837;4838;11404;11405;20928;21218;21219;24313;24314;26451;26452;29835	True;True;True;True;True;True;True;True;True;True;True;True;True	5180;5181;5182;12180;12181;22608;22916;22917;26206;26207;28505;28506;28507;32161	11703;11704;11705;11706;11707;11708;11709;11710;11711;11712;11713;27246;27247;27248;50976;51703;51704;51705;51706;59009;59010;59011;59012;59013;59014;59015;59016;59017;59018;64250;64251;64252;64253;64254;64255;72762	11181;11182;11183;11184;11185;11186;11187;11188;11189;11190;11191;11192;26315;26316;26317;26318;49123;49822;49823;49824;49825;56803;56804;56805;56806;56807;56808;56809;56810;61965;61966;61967;61968;61969;61970;70230	11183;11188;11192;26315;26317;49123;49824;49825;56804;56810;61966;61970;70230	125	17
Tb10.v4.0062:pseudogenic_transcript-p1	Tb10.v4.0062:pseudogenic_transcript-p1	1	1	1	Tb10.v4.0062:pseudogenic_transcript-p1 | transcript=Tb10.v4.0062:pseudogenic_transcript | gene=Tb10.v4.0062 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=variant surface glycoprotein (VSG, pseudogene), putative /product | transcript_product=v	1	1	1	1	1	1	1	1	1	1	2.1	2.1	2.1	46.57	434	434	9.25		1		1	2		0.004212	2.0539	By MS/MS	By MS/MS	2.1	2.1	74615000	17174000	57441000	3109000	715580	2393400	0	9270200	0	2	2				108	11778	True	12582	28243;28244;28245;28246	27323;27324;27325	27324		
Tb10.v4.0101:pseudogenic_transcript-p1;Tb05.5K5.500:pseudogenic_transcript-p1;Tb08.27P2.250:pseudogenic_transcript-p1;Tb927.3.460:pseudogenic_transcript-p1	Tb10.v4.0101:pseudogenic_transcript-p1;Tb05.5K5.500:pseudogenic_transcript-p1;Tb08.27P2.250:pseudogenic_transcript-p1;Tb927.3.460:pseudogenic_transcript-p1	2;1;1;1	1;1;1;1	1;1;1;1	Tb10.v4.0101:pseudogenic_transcript-p1 | transcript=Tb10.v4.0101:pseudogenic_transcript | gene=Tb10.v4.0101 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=expression site-associated gene (ESAG, pseudogene), putative | transcript_product=expres	4	2	1	1	1	2	0	1	0	1	14.7	7.1	7.1	25.909	224	224;343;366;368	13						1	0	5.1793	By matching	By MS/MS	7.6	14.7	34901000	0	34901000	3490100	0	3490100	0	5315800	0	1	1				109	23689;27403	False;True	25539;29534	57493;57494;57495;57496;66745	55343;55344;55345;55346;64410	55345;64410		
Tb10.v4.0244:pseudogenic_transcript-p1	Tb10.v4.0244:pseudogenic_transcript-p1	1	1	1	Tb10.v4.0244:pseudogenic_transcript-p1 | transcript=Tb10.v4.0244:pseudogenic_transcript | gene=Tb10.v4.0244 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=chrX additional, unordered contig | transcript_product=chrX additional, unordered contig	1	1	1	1	1	1	1	1	1	1	2.3	2.3	2.3	34.394	301	301	5.67		1	1		1		0.0065698	1.8193	By MS/MS	By MS/MS	2.3	2.3	96295000	39818000	56477000	8754100	3619800	5134300	9731300	0	1	1	2				110	17072	True	18237	41146;41147;41148	39587;39588	39588		
Tb927.10.6900:mRNA-p1;Tb10.v4.0246:mRNA-p1	Tb927.10.6900:mRNA-p1;Tb10.v4.0246:mRNA-p1	3;3	3;3	3;3	Tb927.10.6900:mRNA-p1 | transcript=Tb927.10.6900:mRNA | gene=Tb927.10.6900 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=base J-associated glucosyltransferase | transcript_product=base J-associated glucosyltransferase | location=Tb927_10_v5.1	2	3	3	3	3	2	3	2	3	2	8.1	8.1	8.1	71.799	655	655;655	7			3			2	0	33.766	By MS/MS	By MS/MS	8.1	4	41276000	28523000	12754000	1289900	891340	398550	4791700	0	3	2	5				111	8659;14387;28289	True;True;True	9280;15379;30495	20823;20824;34759;68994;68995	20032;20033;33556;66566;66567	20033;33556;66566		
Tb11.01.2730.1-p1	Tb11.01.2730.1-p1	23	23	23	Tb11.01.2730.1-p1 | transcript=Tb11.01.2730.1 | gene=Tb11.01.2730 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2925203-2933674(+) |	1	23	23	23	22	11	22	11	22	11	25.6	25.6	25.6	311.9	2823	2823	4.49	22	1		11	1		0	47.882	By MS/MS	By MS/MS	25.3	9	90414000	57228000	33185000	583310	369220	214100	31497000	20300000	23	11	34				112	243;1041;6477;9454;10247;14760;15157;15231;17195;17196;17615;17677;20329;22321;25128;25571;25902;28265;28788;29153;29284;29569;29976	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	264;1109;6945;10127;10970;15776;16189;16266;18368;18369;18812;18877;21984;24079;27076;27552;27913;30470;31047;31439;31572;31877;32310	616;2662;2663;15555;22661;22662;24474;35596;36447;36448;36616;41395;41396;41397;41398;42334;42480;49594;54229;60910;62071;62072;62918;62919;68938;68939;68940;68941;70276;71180;71181;71494;72180;72181;73113	564;2524;2525;14859;14860;21799;21800;23573;34344;35155;35156;35319;39836;39837;39838;39839;40780;40922;47838;47839;52192;58633;59798;59799;60649;60650;66518;66519;67809;68697;68698;69000;69662;69663;70575	564;2524;14860;21799;23573;34344;35155;35319;39836;39839;40780;40922;47839;52192;58633;59799;60650;66518;67809;68698;69000;69663;70575		
Tb11.02.5070b.1-p1;Tb927.11.7212:mRNA-p1	Tb11.02.5070b.1-p1;Tb927.11.7212:mRNA-p1	3;3	3;3	3;3	Tb11.02.5070b.1-p1 | transcript=Tb11.02.5070b.1 | gene=Tb11.02.5070b | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_bin_v5.1:628576-629451	2	3	3	3	2	2	2	2	2	2	11.3	11.3	11.3	32.082	291	291;303	8			2			2	0	6.1967	By MS/MS	By MS/MS	6.2	7.6	23727000	23727000	0	1581800	1581800	0	3986000	0	2	2	4				113	1329;13603;14332	True;True;True	1418;14545;15322	3390;32754;34633;34634	3227;31633;33433;33434	3227;31633;33434		
Tb927.11.7214:mRNA-p1;Tb11.02.5100b.1-p1	Tb927.11.7214:mRNA-p1;Tb11.02.5100b.1-p1	3;3	3;3	3;3	Tb927.11.7214:mRNA-p1 | transcript=Tb927.11.7214:mRNA | gene=Tb927.11.7214 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2028730-203	2	3	3	3	2	2	2	2	2	2	9.8	9.8	9.8	63.574	553	553;553	8			2			2	0	10.306	By MS/MS	By MS/MS	7.6	6	40538000	27591000	12947000	1397800	951400	446450	4635100	0	2	1	3				114	9871;17570;30234	True;True;True	10577;18764;32583	23571;42232;73721;73722	22705;40678;71174;71175	22705;40678;71175		
Tb11.02.5105b.1-p1;Tb11.02.5105:mRNA-p1	Tb11.02.5105b.1-p1;Tb11.02.5105:mRNA-p1	3;3	3;3	3;3	Tb11.02.5105b.1-p1 | transcript=Tb11.02.5105b.1 | gene=Tb11.02.5105b | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_bin_v5.1:637655-638047	2	3	3	3	2	3	2	3	2	3	22.3	22.3	22.3	14.971	130	130;130	7.86	1	1	1	1	1	2	0	5.6007	By MS/MS	By MS/MS	13.8	22.3	100330000	38522000	61810000	14333000	5503100	8830100	11786000	15051000	3	2	5				115	5903;10475;11716	True;True;True	6318;11208;12511	14213;24967;24968;28053;28054;28055;28056	13579;24032;24033;27136;27137;27138	13579;24032;27136		
Tb927.11.7218:mRNA-p1;Tb11.02.5120b.1-p1	Tb927.11.7218:mRNA-p1;Tb11.02.5120b.1-p1	10;10	10;10	10;10	Tb927.11.7218:mRNA-p1 | transcript=Tb927.11.7218:mRNA | gene=Tb927.11.7218 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial edited mRNA stability factor 1 subunit | transcript_product=mitochondrial edited mRNA stability factor 1 su	2	10	10	10	9	9	9	9	9	9	14.7	14.7	14.7	104.09	946	946;946	7		9			9		0	29.009	By MS/MS	By MS/MS	13	11.8	106420000	58325000	48093000	1834800	1005600	829190	16547000	14081000	9	9	18				116	2130;2768;3090;9155;11388;14398;16043;19490;24807;27429	True;True;True;True;True;True;True;True;True;True	2302;2969;3322;9810;12163;15392;17126;21096;26729;29564	5451;5452;6920;7711;7712;21957;21958;27212;27213;34787;34788;38655;38656;47585;60147;60148;66818;66819	5186;5187;6565;7348;7349;21111;21112;26282;26283;33580;33581;37258;37259;45907;57904;57905;64480;64481	5187;6565;7348;21112;26282;33581;37259;45907;57904;64480		
Tb11.02.5390b.1-p1;Tb11.02.5390:mRNA-p1	Tb11.02.5390b.1-p1;Tb11.02.5390:mRNA-p1	15;15	15;15	15;15	Tb11.02.5390b.1-p1 | transcript=Tb11.02.5390b.1 | gene=Tb11.02.5390b | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mRNA processing protein, putative | transcript_product=mRNA processing protein, putative | location=Tb927_11_bin_v5.1:653545-65	2	15	15	15	12	14	12	14	12	14	17.8	17.8	17.8	120.71	1087	1087;1087	7.4		13	1		15	1	0	62.191	By MS/MS	By MS/MS	14.8	17.1	167670000	66371000	101300000	2661400	1053500	1607900	18649000	25888000	12	13	25				117	640;904;4628;10361;10455;14562;16197;16227;16670;16945;18610;19768;23482;23677;28329	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	685;962;4960;11089;11187;15568;17286;17318;17815;18106;20119;21397;25307;25527;30549;30550	1664;1665;2287;11194;11195;24733;24734;24932;24933;35155;35156;38993;38994;39060;39061;40162;40163;40866;40867;45338;45339;48336;57038;57475;69120;69121;69122;69123;69124;69125	1576;1577;2162;10705;10706;23807;23808;23997;23998;33920;33921;37580;37581;37643;37644;38678;38679;39325;39326;43713;43714;46631;54908;55325;66692;66693;66694;66695	1577;2162;10705;23807;23998;33920;37580;37644;38678;39326;43713;46631;54908;55325;66692	126	896
Tb11.02.5420b.1-p1;Tb11.02.5420:mRNA-p1	Tb11.02.5420b.1-p1;Tb11.02.5420:mRNA-p1	7;7	2;2	2;2	Tb11.02.5420b.1-p1 | transcript=Tb11.02.5420b.1 | gene=Tb11.02.5420b | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADPH-cytochrome p450 reductase, putative | transcript_product=NADPH-cytochrome p450 reductase, putative | location=Tb927_11_bi	2	7	2	2	5	6	1	1	1	1	14.1	5.7	5.7	69.959	631	631;631	8			1			1	0.0014684	2.6038	By MS/MS	By MS/MS	8.9	11.9	11323000	5417100	5906100	353850	169280	184560	910050	0	0	1	1				118	4528;6169;9125;16142;17765;26480;27437	True;False;False;False;True;False;False	4853;6597;9778;17228;18968;28540;29572	10963;14821;14822;21870;38884;38885;42682;64331;64332;66831;66832	10482;14149;14150;21031;37483;37484;41116;62055;62056;64492;64493	10482;14149;21031;37484;41116;62055;64492		
Tb11.02.5430b.1-p1;Tb11.02.5430:mRNA-p1	Tb11.02.5430b.1-p1;Tb11.02.5430:mRNA-p1	3;3	3;3	3;3	Tb11.02.5430b.1-p1 | transcript=Tb11.02.5430b.1 | gene=Tb11.02.5430b | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_bin_v5.1:664844-666076	2	3	3	3	3	1	3	1	3	1	8.8	8.8	8.8	44.407	410	410;410	5.5			3			1	0	15.679	By MS/MS	By MS/MS	8.8	3.4	19744000	10794000	8950500	822680	449740	372940	1813300	0	3	1	4				119	11119;23025;30239	True;True;True	11883;24833;32589	26628;55936;55937;73732	25705;53861;53862;71185	25705;53862;71185		
Tb927.6.4980:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb11.0390:mRNA-p1;Tb11.0290:mRNA-p1	Tb927.6.4980:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb11.0390:mRNA-p1;Tb11.0290:mRNA-p1	11;11;11;11	11;11;11;11	11;11;11;11	Tb927.6.4980:mRNA-p1 | transcript=Tb927.6.4980:mRNA | gene=Tb927.6.4980 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=40S ribosomal protein S14 | transcript_product=40S ribosomal protein S14 | location=Tb927_06_v5.1:1370239-1370673(+) | prote	4	11	11	11	11	11	11	11	11	11	49.3	49.3	49.3	15.513	144	144;144;144;144	7.43	1		28	1	1	22	0	95.592	By MS/MS	By MS/MS	49.3	49.3	9965000000	5412600000	4552300000	1423600000	773230000	650330000	862550000	661120000	28	24	52				120	555;3344;3773;5290;11800;11801;12050;12051;23647;27846;30651	True;True;True;True;True;True;True;True;True;True;True	596;597;598;3586;4047;5666;12605;12606;12871;12872;25495;30011;30012;30013;33034	1453;1454;1455;1456;1457;1458;1459;1460;1461;1462;1463;8280;8281;8282;8283;8284;9271;9272;12776;12777;12778;28308;28309;28310;28311;28312;28313;28314;28924;28925;28926;28927;28928;28929;57414;57415;57416;57417;57418;67883;67884;67885;67886;67887;67888;67889;67890;67891;67892;67893;74770;74771;74772	1381;1382;1383;1384;1385;1386;1387;1388;1389;1390;1391;7890;7891;7892;7893;7894;8851;8852;12189;12190;12191;27380;27381;27382;27383;27384;27385;27386;27962;27963;27964;27965;27966;27967;55272;55273;55274;55275;55276;65510;65511;65512;65513;65514;65515;65516;65517;65518;65519;65520;65521;65522;72212;72213;72214	1390;7893;8852;12189;27380;27386;27964;27966;55276;65522;72212	127;128	68;69
Tb927.11.7690.1-p1;Tb11.0320:mRNA-p1;Tb11.0420:mRNA-p1	Tb927.11.7690.1-p1;Tb11.0320:mRNA-p1;Tb11.0420:mRNA-p1	2;2;1	2;2;1	2;2;1	Tb927.11.7690.1-p1 | transcript=Tb927.11.7690.1 | gene=Tb927.11.7690 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Tb927_11_v5.1:2177554-2180355(-) | protein_length=933	3	2	2	2	2	2	2	2	2	2	3.4	3.4	3.4	104.87	933	933;933;354	7		2			2		0	7.8249	By MS/MS	By MS/MS	3.4	3.4	11570000	6069600	5500300	246170	129140	117030	1827800	1493000	3	2	5				121	7652;17026	True;True	8209;18188	18446;18447;41030;41031	17669;17670;17671;39475;39476	17670;39476		
Tb927.11.7670.1-p1;Tb11.0330:mRNA-p1	Tb927.11.7670.1-p1;Tb11.0330:mRNA-p1	3;3	3;3	3;3	Tb927.11.7670.1-p1 | transcript=Tb927.11.7670.1 | gene=Tb927.11.7670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Cornifin (SPRR) family, putative | transcript_product=Cornifin (SPRR) family, putative | location=Tb927_11_v5.1:2172067-2173638	2	3	3	3	2	1	2	1	2	1	8	8	8	56.806	523	523;603	6.33			2			1	0	8.0409	By MS/MS	By MS/MS	5.5	2.5	0	0	0	0	0	0	0	0	2	1	3				122	4887;6378;21984	True;True;True	5236;6839;23716	11849;15362;53462	11316;14675;51477	11316;14675;51477		
Tb11.0490:pseudogenic_transcript-p1;Tb927.11.18810.1-p1	Tb11.0490:pseudogenic_transcript-p1;Tb927.11.18810.1-p1	1;1	1;1	1;1	Tb11.0490:pseudogenic_transcript-p1 | transcript=Tb11.0490:pseudogenic_transcript | gene=Tb11.0490 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=variant surface glycoprotein (VSG, pseudogene), putative | transcript_product=variant surface gly	2	1	1	1	1	1	1	1	1	1	1.9	1.9	1.9	51.429	483	483;488	6.5	1	1		1	1		0.0035524	2.2353	By MS/MS	By MS/MS	1.9	1.9	47014000	33656000	13358000	1679100	1202000	477070	0	5145100	2	1	3				123	16792	True	17946	40460;40461;40462;40463	38957;38958;38959	38957		
Tb927.10.1140:mRNA-p1;Tb11.0530:mRNA-p1	Tb927.10.1140:mRNA-p1;Tb11.0530:mRNA-p1	18;18	18;18	18;18	Tb927.10.1140:mRNA-p1 | transcript=Tb927.10.1140:mRNA | gene=Tb927.10.1140 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=epsilon tubulin | transcript_product=epsilon tubulin | location=Tb927_10_v5.1:305185-306648(-) | protein_length=487 | seq	2	18	18	18	17	11	17	11	17	11	50.9	50.9	50.9	53.167	487	487;487	6.84			19		1	11	0	95.845	By MS/MS	By MS/MS	47.2	31.6	599390000	401520000	197860000	23975000	16061000	7914500	53800000	41452000	17	11	28				124	2019;3456;3588;6104;7194;10719;10733;11683;13438;15868;17755;17903;19077;19698;20117;24791;25432;28036	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2181;3706;3850;6529;7717;11460;11476;12475;14374;16940;18958;19117;19118;20638;21320;21763;26711;27400;30219;30220	5200;8536;8537;8878;14678;14679;17350;25576;25577;25607;25608;27960;27961;27962;32361;32362;38255;42664;42665;42971;42972;42973;46463;48134;48135;49117;60098;61694;68398;68399;68400	4954;8140;8141;8462;14011;14012;16581;24629;24630;24657;24658;27060;27061;31247;31248;36868;41098;41099;41379;41380;41381;44808;46438;46439;47376;57858;59427;66006;66007;66008	4954;8141;8462;14012;16581;24630;24658;27061;31248;36868;41098;41381;44808;46439;47376;57858;59427;66008	129;130;131	159;175;214
Tb927.11.715:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb11.0845:mRNA-p1	Tb927.11.715:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb11.0845:mRNA-p1	5;5;5	5;5;5	5;5;5	Tb927.11.715:mRNA-p1 | transcript=Tb927.11.715:mRNA | gene=Tb927.11.715 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=dynein light chain LC8, putative | transcript_product=dynein light chain LC8, putative | location=Tb927_11_v5.1:173337-17360	3	5	5	5	4	4	4	4	4	4	51.1	51.1	51.1	10.429	90	90;90;90	8			6			6	0	46.012	By MS/MS	By MS/MS	51.1	50	708480000	440790000	267690000	177120000	110200000	66924000	75548000	39275000	6	4	10				125	3991;7979;7980;18671;30354	True;True;True;True;True	4274;8561;8562;20199;32725	9730;19224;19225;19226;19227;19228;45486;45487;45488;45489;74036;74037	9294;18450;18451;18452;18453;18454;43858;43859;43860;43861;43862;43863;71476;71477	9294;18453;18454;43859;71476	132;133	14;18
