Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides DEAC2	Peptides SM	Razor + unique peptides DEAC2	Razor + unique peptides SM	Unique peptides DEAC2	Unique peptides SM	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Q-value	Score	Identification type DEAC2	Identification type SM	Sequence coverage DEAC2 [%]	Sequence coverage SM [%]	Intensity	Intensity DEAC2	Intensity SM	iBAQ	iBAQ DEAC2	iBAQ SM	LFQ intensity DEAC2	LFQ intensity SM	MS/MS count DEAC2	MS/MS count SM	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.11.12500:mRNA-p1	Tb927.11.12500:mRNA-p1	3	3	3		1	3	3	3	2	2	2	2	2	2	10.5	10.5	10.5	38.051	351	351	9				2				2	0	20.953	By MS/MS	By MS/MS	6.8	8	345090	177880	167210	23006	11859	11147	0	50404	3	3	6				701	1597;3518;3577	True;True;True	1728;3818;3888	4135;4136;8974;9136	4744;4745;4746;10101;10102;10262	4746;10101;10262		
Tb927.11.12530:mRNA-p1	Tb927.11.12530:mRNA-p1	4	4	4		1	4	4	4	4	0	4	0	4	0	6.9	6.9	6.9	90.654	806	806	2		4							0	27.824	By MS/MS		6.9	0	162100	162100	0	3769.7	3769.7	0	131220	0	5	0	5				702	6826;8414;8975;11246	True;True;True;True	7576;9293;9895;12384	17785;21948;23353;29237	19855;24342;24343;25856;32417	19855;24343;25856;32417		
Tb927.11.12610:mRNA-p1	Tb927.11.12610:mRNA-p1	1	1	1		1	1	1	1	1	0	1	0	1	0	3.9	3.9	3.9	36.266	334	334	4				1					0.0026261	7.1754	By MS/MS		3.9	0	0	0	0	0	0	0	0	0	1	0	1				703	1290	True	1386	3378	3881	3881		
Tb927.11.12630:mRNA-p1	Tb927.11.12630:mRNA-p1	1	1	1		1	1	1	1	1	0	1	0	1	0	2.5	2.5	2.5	57.121	526	526	3			1						0.0026413	7.2728	By MS/MS		2.5	0	44134	44134	0	1918.9	1918.9	0	13025	0	1	0	1				704	569	True	603	1517	1798	1798		
Tb927.11.1270:mRNA-p1	Tb927.11.1270:mRNA-p1	1	1	1		1	1	1	1	1	1	1	1	1	1	7.7	7.7	7.7	20.267	169	169	9				1				1	0.0026954	7.5554	By MS/MS	By MS/MS	7.7	7.7	652700	318880	333810	72522	35431	37090	0	100630	1	1	2				705	886	True	953	2382;2383	2773;2774	2773		
Tb927.11.12850:mRNA-p1	Tb927.11.12850:mRNA-p1	2	2	2		1	2	2	2	2	0	2	0	2	0	3.8	3.8	3.8	80.572	715	715	2		2							0	15.169	By MS/MS		3.8	0	163060	163060	0	4658.7	4658.7	0	132000	0	3	0	3				706	2317;9428	True;True	2525;10394	5978;24559	6728;27249;27250	6728;27249		
Tb927.11.12870:mRNA-p1	Tb927.11.12870:mRNA-p1	3	3	2		1	3	3	2	2	3	2	3	1	2	4.4	4.4	2.9	78.401	735	735	8.12		1	2	1			3	1	0	22.344	By MS/MS	By MS/MS	2.7	4.4	1815500	926760	888770	69828	35645	34184	297940	287480	3	4	7				707	980;8453;9401	True;True;True	1055;9333;10366	2706;2707;2708;2709;2710;22078;22079;24510	3157;3158;3159;3160;3161;24492;24493;27199	3157;24493;27199		
Tb927.11.1290:mRNA-p1	Tb927.11.1290:mRNA-p1	6	6	6		1	6	6	6	2	4	2	4	2	4	17.8	17.8	17.8	43.112	398	398	10.7				2				4	0	47.256	By MS/MS	By MS/MS	4.3	13.6	1722100	417250	1304800	90637	21961	68676	0	393340	2	4	6				708	3268;5952;6752;9782;10220;10423	True;True;True;True;True;True	3547;6478;7466;10785;11252;11480	8360;15062;17490;25467;26569;27134	9420;16789;19507;28266;29543;30116	9420;16789;19507;28266;29543;30116		
Tb927.11.12950:mRNA-p1	Tb927.11.12950:mRNA-p1	2	2	2		1	2	2	2	2	1	2	1	2	1	10.6	10.6	10.6	23.714	216	216	7.33				2				1	0	12.143	By MS/MS	By MS/MS	10.6	5.1	552740	426010	126740	39482	30429	9052.5	120990	0	2	1	3				709	4879;11133	True;True	5320;12257	12351;12352;28962	13835;13836;32128	13835;32128		
Tb927.11.12960:mRNA-p1	Tb927.11.12960:mRNA-p1	2	2	2		1	2	2	2	2	2	2	2	2	2	29.3	29.3	29.3	10.664	92	92	9				2				2	0	29.544	By MS/MS	By MS/MS	29.3	29.3	2142500	1264800	877680	714180	421620	292560	365750	258050	3	2	5				710	530;5469	True;True	561;5955	1443;1444;13828;13829	1715;1716;1717;15383;15384	1715;15383		
Tb927.11.13000:mRNA-p1	Tb927.11.13000:mRNA-p1	2	2	2		1	2	2	2	1	1	1	1	1	1	1.6	1.6	1.6	173.11	1569	1569	6	1				1				0	12.069	By MS/MS	By MS/MS	0.8	0.8	251140	115050	136090	3693.3	1692	2001.3	0	58793	1	1	2				711	5145;9559	True;True	5615;10538	13051;24894	14558;27624	14558;27624		
Tb927.11.13010:mRNA-p1	Tb927.11.13010:mRNA-p1	3	3	3		1	3	3	3	2	3	2	3	2	3	13.8	13.8	13.8	22.171	196	196	10				2				3	0	18.897	By MS/MS	By MS/MS	13.8	13.8	1603200	526500	1076700	160320	52650	107670	185570	288530	2	3	5				712	730;1486;3314	True;True;True	788;1599;3597	1953;3817;3818;8462;8463	2280;4378;4379;9537;9538	2280;4379;9537		
Tb927.11.13050:mRNA-p1;Tb927.11.13040:mRNA-p1;Tb927.11.13030:mRNA-p1;Tb927.11.13020:mRNA-p1	Tb927.11.13050:mRNA-p1;Tb927.11.13040:mRNA-p1;Tb927.11.13030:mRNA-p1;Tb927.11.13020:mRNA-p1	3;3;3;3	3;3;3;3	3;3;3;3	;;;	4	3	3	3	1	3	1	3	1	3	26.8	26.8	26.8	16.838	149	149;149;149;149	11.5				1				3	0	67.475	By MS/MS	By MS/MS	8.7	26.8	1873100	420050	1453000	208120	46672	161450	0	438010	1	3	4				713	188;6218;9979	True;True;True	198;6759;10997	527;528;15722;26001	599;600;17482;28914	599;17482;28914		
Tb927.11.13080:mRNA-p1	Tb927.11.13080:mRNA-p1	5	5	5		1	5	5	5	3	5	3	5	3	5	14.6	14.6	14.6	54.147	526	526	10.2				3				5	0	53.096	By MS/MS	By MS/MS	9.9	14.6	9897400	4169500	5727900	549860	231640	318220	1249300	1661500	4	6	10				714	656;2057;7758;7990;9182	True;True;True;True;True	706;2230;8597;8841;10123	1733;1734;5353;5354;20309;20310;20797;23884	2047;2048;6042;6043;6044;22585;22586;22587;22588;23088;26459	2048;6043;22587;23088;26459		
Tb927.11.13190:mRNA-p1;Tb927.11.13090:mRNA-p1	Tb927.11.13190:mRNA-p1;Tb927.11.13090:mRNA-p1	5;5	5;5	5;5	;	2	5	5	5	4	3	4	3	4	3	12.9	12.9	12.9	46.275	404	404;404	8.75			1	5			2	4	0	44.535	By MS/MS	By MS/MS	9.4	8.4	10000000	8563700	1436800	400020	342550	57473	2270600	230290	6	4	10				715	6439;6718;8315;8520;8644	True;True;True;True;True	6997;6998;7413;9185;9401;9540	16303;16304;16305;16306;17364;21613;22246;22247;22521;22522;22523;22524	18187;18188;18189;18190;19350;23986;23987;24676;24961;24962	18189;19350;23987;24676;24962	486	195
Tb927.11.13130:mRNA-p1	Tb927.11.13130:mRNA-p1	19	19	19		1	19	19	19	18	7	18	7	18	7	33.2	33.2	33.2	59.376	524	524	4.44	1	18	24		1	10			0	200.74	By MS/MS	By MS/MS	33.2	16.8	37028000	35935000	1093600	1322400	1283400	39058	10013000	4443500	48	15	63				716	1082;1596;1987;1988;2070;2523;2790;4138;4242;4525;7261;7824;7825;9224;9256;9312;11017;11019;11173	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1164;1727;2155;2156;2244;2245;2753;2754;3040;4498;4608;4915;8059;8665;8666;10168;10169;10203;10264;12129;12131;12301	2919;2920;2921;4132;4133;4134;5192;5193;5194;5381;5382;5383;5384;5385;5386;5387;5388;5389;6590;6591;6592;6593;6594;7200;10444;10445;10635;11374;11375;18996;18997;18998;18999;20455;20456;20457;20458;23980;23981;23982;23983;24081;24082;24083;24084;24085;24238;28601;28602;28603;28606;28607;29058;29059	3378;3379;4738;4739;4740;4741;4742;4743;5860;5861;5862;5863;6073;6074;6075;6076;6077;6078;6079;6080;6081;6082;6083;7429;7430;7431;7432;7433;7434;8072;8073;11699;11700;11701;11913;12752;12753;21157;21158;21159;21160;22729;22730;22731;22732;22733;22734;26574;26575;26576;26577;26578;26691;26692;26693;26694;26878;31661;31662;31663;31664;31667;32237;32238	3378;4739;5860;5862;6080;7430;8072;11700;11913;12753;21158;22730;22734;26574;26693;26878;31661;31667;32237	487;488;489;490	73;195;216;259
Tb927.11.13180:mRNA-p1	Tb927.11.13180:mRNA-p1	8	8	8		1	8	8	8	6	6	6	6	6	6	23.4	23.4	23.4	61.21	560	560	8.29			8				9		0	81.755	By MS/MS	By MS/MS	20.2	20.4	7808300	3557700	4250600	289200	131770	157430	584540	913080	12	11	23				717	2000;4405;5116;5812;7875;8549;8577;10107	True;True;True;True;True;True;True;True	2169;4784;4785;5583;6319;8718;9432;9469;9470;11131;11132	5224;11056;11057;11058;11059;12988;14705;20548;22307;22308;22380;22381;22382;22383;26311;26312;26313	5893;12399;12400;12401;12402;12403;12404;12405;14493;16389;22823;22824;24738;24739;24818;24819;24820;24821;24822;29279;29280;29281;29282	5893;12404;14493;16389;22823;24739;24818;29279	491;492;493	384;455;467
Tb927.11.13230:mRNA-p1	Tb927.11.13230:mRNA-p1	5	5	5		1	5	5	5	4	3	4	3	4	3	25.5	25.5	25.5	23.909	216	216	8.29				4				3	0	36.184	By MS/MS	By MS/MS	19.9	17.6	5107400	2612000	2495400	392880	200920	191950	656010	838040	3	3	6				718	1194;3228;3473;6677;8963	True;True;True;True;True	1283;3503;3773;7345;9883	3150;8270;8271;8865;17112;23331;23332	3638;9314;9315;9983;19073;25830;25831	3638;9314;9983;19073;25830		
Tb927.11.13250:mRNA-p1	Tb927.11.13250:mRNA-p1	6	6	6		1	6	6	6	5	5	5	5	5	5	18.4	18.4	18.4	52.2	477	477	6.86			5	4			5		0	66.651	By MS/MS	By MS/MS	13	16.8	4204200	2015300	2188900	210210	100770	109440	506320	599790	8	5	13				719	3369;7078;7265;8205;9159;10408	True;True;True;True;True;True	3660;7854;8063;9066;10100;11465	8608;8609;8610;18459;18460;19008;19009;21354;21355;21356;23830;23831;23832;27099	9707;9708;9709;20579;21169;21170;23684;23685;26399;26400;26401;26402;30084	9709;20579;21170;23684;26402;30084		
Tb927.11.13280:mRNA-p1	Tb927.11.13280:mRNA-p1	6	6	6		1	6	6	6	5	5	5	5	5	5	30.4	30.4	30.4	25.106	224	224	8.46			3	11			1	11	0	67.099	By MS/MS	By MS/MS	28.6	21.9	63290000	27719000	35571000	4868500	2132300	2736200	5427800	11131000	11	12	23				720	1708;2823;2872;10275;10792;11300	True;True;True;True;True;True	1855;3074;3125;11311;11885;11886;12440	4476;4477;4478;4479;4480;7261;7262;7423;7424;7425;7426;26752;28138;28139;28140;28141;28142;28143;28144;28145;28146;28147;28148;29347;29348;29349	5100;5101;5102;5103;8130;8131;8352;8353;8354;8355;29741;31158;31159;31160;31161;31162;31163;31164;31165;31166;31167;32527;32528;32529	5103;8131;8354;29741;31167;32528	494	125
Tb927.11.13290:mRNA-p1	Tb927.11.13290:mRNA-p1	3	3	3		1	3	3	3	3	3	3	3	3	3	21.7	21.7	21.7	16.296	152	152	8.44				5				4	0	24.582	By MS/MS	By MS/MS	21.7	21.7	3697600	2070800	1626900	616270	345130	271150	558300	448970	5	6	11				721	6581;9593;10355	True;True;True	7195;10575;11399;11400	16787;16788;24969;24970;24971;26956;26957;26958;26959	18703;18704;27701;27702;27703;27704;27705;29935;29936;29937;29938	18703;27703;29938	495	144
Tb927.11.13300:mRNA-p1	Tb927.11.13300:mRNA-p1	3	3	3		1	3	3	3	3	2	3	2	3	2	23.7	23.7	23.7	16.922	156	156	8				3				2	0	20.369	By MS/MS	By MS/MS	23.7	16	3240000	1553700	1686200	647990	310740	337250	363010	586560	3	2	5				722	1197;4271;10575	True;True;True	1286;4639;11648	3153;3154;10715;27554;27555	3641;3642;12007;30562;30563	3642;12007;30562		
Tb927.11.13340:mRNA-p1	Tb927.11.13340:mRNA-p1	6	6	6		1	6	6	6	6	0	6	0	6	0	8.5	8.5	8.5	88.553	819	819	2.14		6	1						0	41.285	By MS/MS		8.5	0	457630	457630	0	12368	12368	0	355000	0	8	0	8				723	1445;1470;3461;6756;7381;10293	True;True;True;True;True;True	1554;1582;3760;7473;8189;11330	3728;3781;8843;8844;17517;19314;26781	4273;4274;4338;9965;19535;21517;29770;29771	4273;4338;9965;19535;21517;29771		
Tb927.11.13360:mRNA-p1	Tb927.11.13360:mRNA-p1	3	3	3		1	3	3	3	1	2	1	2	1	2	3.3	3.3	3.3	141.17	1281	1281	8		1			2				0	20.936	By MS/MS	By MS/MS	0.9	2.4	158870	48229	110640	2176.3	660.67	1515.6	0	47799	1	2	3				724	5373;8814;8986	True;True;True	5856;9716;9908	13619;22943;23384	15166;25417;25892	15166;25417;25892		
Tb927.11.13470:mRNA-p1	Tb927.11.13470:mRNA-p1	1	1	1		1	1	1	1	1	1	1	1	1	1	5.1	5.1	5.1	26.244	236	236	9				1				1	0.006009	6.6514	By MS/MS	By MS/MS	5.1	5.1	104950	0	104950	6996.3	0	6996.3	0	31635	1	0	1				725	2373	True	2583	6081;6082	6835;6836	6835		
Tb927.11.1350:mRNA-p1	Tb927.11.1350:mRNA-p1	5	5	5		1	5	5	5	5	5	5	5	5	5	14.3	14.3	14.3	34.885	307	307	9.45				5				6	0	42.476	By MS/MS	By MS/MS	14.3	14.3	5565200	2759100	2806000	397510	197080	200430	751420	848500	5	6	11				726	328;5186;9422;9780;10212	True;True;True;True;True	343;5659;5660;10388;10783;11243	858;859;13170;13171;13172;24547;24548;25464;25465;26556;26557	1006;1007;14687;14688;14689;27239;27240;28263;28264;29529;29530	1007;14688;27240;28264;29529		
Tb927.11.13500:mRNA-p1	Tb927.11.13500:mRNA-p1	3	3	3		1	3	3	3	1	3	1	3	1	3	4.7	4.7	4.7	68.349	592	592	10			1			2	1		0	18.433	By MS/MS	By MS/MS	2	4.7	564660	237880	326770	15685	6607.9	9077	0	427360	1	3	4				727	1023;1693;2662	True;True;True	1103;1840;2903	2808;2809;4451;6903	3260;3261;5070;7753	3260;5070;7753		
Tb927.11.13520:mRNA-p1	Tb927.11.13520:mRNA-p1	37	37	37		1	37	37	37	36	17	36	17	36	17	42.9	42.9	42.9	105.38	949	949	5.23	20	68			14	33			0	323.31	By MS/MS	By MS/MS	41.9	20.7	129650000	104820000	24830000	2401000	1941200	459820	72782000	52078000	101	64	165				728	591;716;1056;1721;1830;1998;2142;3747;3855;3864;4257;4258;4920;4962;4963;5623;5624;5744;6125;6304;6768;6778;6995;7198;7615;7818;8153;8309;9363;9569;9570;9629;10376;10558;10733;11002;11115	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	628;772;773;1137;1870;1988;2167;2325;4080;4081;4195;4204;4205;4623;4624;4625;5364;5414;5415;6121;6122;6245;6664;6665;6853;6854;6855;7493;7506;7507;7767;7987;8445;8659;9013;9178;9179;10319;10548;10549;10614;10615;11431;11626;11819;12109;12236	1564;1565;1566;1567;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;2867;4506;4507;4836;4837;4838;5216;5546;9566;9567;9568;9569;9570;9571;9572;9573;9574;9834;9855;9856;9857;9858;9859;9860;9861;9862;9863;10672;10673;10674;10675;10676;12444;12445;12638;12639;12640;14166;14167;14168;14169;14170;14548;15484;15485;15486;15487;15488;15489;15490;15491;15492;15493;15943;15944;15945;15946;15947;15948;15949;15950;15951;15952;15953;15954;15955;15956;15957;17589;17637;17638;18238;18801;18802;18803;18804;18805;18806;19946;20449;21215;21216;21217;21218;21219;21599;21600;21601;21602;21603;21604;21605;24400;24401;24402;24403;24404;24909;24910;24911;24912;24913;25070;25071;25072;25073;27033;27034;27035;27036;27488;27489;27490;27491;27492;27990;28565;28566;28567;28568;28903	1849;1850;1851;1852;2227;2228;2229;2230;2231;2232;2233;2234;2235;3322;5137;5138;5478;5479;5886;6253;6254;10738;10739;10740;10741;10742;10743;10744;10745;10746;10747;10748;11050;11051;11069;11070;11071;11072;11073;11074;11075;11076;11077;11078;11079;11080;11964;11965;11966;11967;11968;11969;11970;13934;13935;13936;14135;14136;15741;15742;15743;15744;15745;15746;16216;16217;17260;17261;17262;17263;17264;17265;17266;17267;17268;17772;17773;17774;17775;17776;17777;17778;17779;17780;17781;17782;17783;17784;17785;17786;17787;17788;17789;19619;19620;19666;19667;19668;20347;20933;20934;20935;20936;20937;20938;22190;22191;22721;22722;23536;23537;23538;23539;23540;23541;23542;23543;23544;23545;23546;23547;23967;23968;23969;23970;23971;23972;23973;23974;23975;23976;23977;27059;27060;27061;27062;27063;27639;27640;27641;27642;27818;27819;27820;27821;30009;30010;30011;30012;30013;30014;30015;30496;30497;30498;30499;30500;30501;30502;30503;30504;30505;31004;31628;31629;31630;32061	1852;2228;3322;5137;5479;5886;6254;10740;11051;11079;11964;11970;13936;14135;14136;15742;15746;16217;17263;17781;19620;19668;20347;20935;22190;22722;23538;23968;27062;27640;27642;27818;30011;30498;31004;31630;32061	496;497;498;499;500;501;502;503;504;505	154;220;389;525;526;540;668;710;910;927
Tb927.11.13550:mRNA-p1	Tb927.11.13550:mRNA-p1	5	5	5		1	5	5	5	5	4	5	4	5	4	10.5	10.5	10.5	72.438	640	640	7.44			5				4		0	42.553	By MS/MS	By MS/MS	10.5	8.8	1974500	1096800	877690	98723	54838	43884	265280	266350	6	4	10				729	2340;4884;7322;7590;10909	True;True;True;True;True	2548;5325;8127;8418;12007	6016;6017;12364;12365;19198;19199;19889;19890;28368	6770;6771;6772;13852;13853;21381;21382;22136;22137;31417	6771;13852;21382;22136;31417		
Tb927.11.1360:mRNA-p1	Tb927.11.1360:mRNA-p1	2	2	2		1	2	2	2	1	2	1	2	1	2	4.8	4.8	4.8	62.477	568	568	9			1			2			0	15.57	By MS/MS	By MS/MS	3.3	4.8	482160	386770	95390	13776	11051	2725.4	0	228260	2	3	5				730	5975;8776	True;True	6502;9676	15115;22838;22839	16838;25306;25307;25308;25309	16838;25307		
Tb927.11.13610:mRNA-p1	Tb927.11.13610:mRNA-p1	5	5	5		1	5	5	5	4	4	4	4	4	4	46	46	46	15.688	137	137	9				5				5	0	76.239	By MS/MS	By MS/MS	38.7	39.4	4312800	2244300	2068500	431280	224430	206850	637400	623530	5	6	11				731	104;109;6763;8180;11105	True;True;True;True;True	108;113;7484;9040;12225	250;251;252;253;260;261;17575;21300;28867;28868	274;275;276;277;285;286;19601;23632;23633;32030;32031	274;286;19601;23633;32031		
Tb927.11.1370:mRNA-p1	Tb927.11.1370:mRNA-p1	3	3	3		1	3	3	3	3	2	3	2	3	2	28.4	28.4	28.4	10.576	95	95	8				3				2	0	18.186	By MS/MS	By MS/MS	28.4	20	901690	513370	388320	150280	85561	64721	150270	112590	3	2	5				732	3239;7400;9279	True;True;True	3516;8215;10230	8292;8293;19362;24151;24152	9340;9341;21566;26774;26775	9340;21566;26775		
Tb927.11.13710:mRNA-p1	Tb927.11.13710:mRNA-p1	3	3	3		1	3	3	3	2	3	2	3	2	3	22.2	22.2	22.2	20.895	185	185	10				2				3	0	29.009	By MS/MS	By MS/MS	16.2	22.2	2792300	1015800	1776500	279230	101580	177650	353540	470470	2	4	6				733	7493;7787;9804	True;True;True	8313;8628;10808	19628;20389;20390;25510;25511	21866;21867;22665;22666;28314;28315	21867;22666;28315		
Tb927.11.13750:mRNA-p1	Tb927.11.13750:mRNA-p1	5	4	4		1	5	4	4	2	5	1	4	1	4	40.4	34.8	34.8	22.057	198	198	12				1				4	0	27.876	By MS/MS	By MS/MS	13.1	40.4	1201300	561300	640040	109210	51027	58185	0	192940	1	5	6				734	1000;3140;6028;7559;9191	True;True;False;True;True	1078;3410;6558;8384;10132	2754;2755;8078;15202;15203;15204;19826;23903	3206;3207;9105;16932;16933;16934;22070;22071;26486	3207;9105;16934;22070;26486		
Tb927.11.13770:mRNA-p1	Tb927.11.13770:mRNA-p1	3	3	3		1	3	3	3	3	1	3	1	3	1	9.8	9.8	9.8	40.38	357	357	4.71		1	2	3			1		0	58.936	By MS/MS	By MS/MS	9.8	3.6	3822900	2703600	1119200	191140	135180	55962	791430	0	4	1	5				735	7655;8030;8738	True;True;True	8487;8884;9637	20024;20877;20878;20879;22746;22747;22748	22278;23169;25208;25209;25210	22278;23169;25210		
Tb927.11.1390:mRNA-p1	Tb927.11.1390:mRNA-p1	3	3	3		1	3	3	3	0	3	0	3	0	3	8.8	8.8	8.8	52.922	465	465	13							3		0	19.569		By MS/MS	0	8.8	170830	0	170830	7117.8	0	7117.8	0	40470	0	4	4				736	9117;11066;11130	True;True;True	10052;12185;12254	23710;28791;28959	26251;26252;31954;32125	26251;31954;32125		
Tb927.11.14020:mRNA-p1;Tb927.11.14000:mRNA-p1	Tb927.11.14020:mRNA-p1;Tb927.11.14000:mRNA-p1	11;10	11;10	11;10	;	2	11	11	11	8	10	8	10	8	10	34.4	34.4	34.4	30.274	279	279;262	8.23	2	3	7	10	1		6	14	0	147.34	By MS/MS	By MS/MS	31.9	34.4	85457000	35133000	50324000	6573600	2702600	3871000	11036000	14336000	19	19	38				737	413;414;669;670;2231;4934;7314;7349;7644;9542;10957	True;True;True;True;True;True;True;True;True;True;True	430;431;720;721;2420;5379;8117;8155;8476;10517;12061	1084;1085;1086;1761;1762;1763;1764;1765;1766;1767;1768;1769;1770;5776;12482;12483;12484;12485;12486;19171;19172;19173;19174;19175;19176;19177;19251;19997;19998;19999;20000;20001;20002;20003;24838;24839;24840;24841;24842;24843;24844;28474;28475	1293;1294;2078;2079;2080;2081;2082;2083;2084;2085;2086;6512;13970;13971;13972;13973;21351;21352;21353;21354;21355;21356;21357;21443;22250;22251;22252;22253;22254;27555;27556;27557;27558;27559;27560;27561;31528;31529;31530	1293;1294;2078;2085;6512;13970;21355;21443;22253;27561;31529		
Tb927.11.14090:mRNA-p1	Tb927.11.14090:mRNA-p1	10	10	10		1	10	10	10	9	7	9	7	9	7	30.8	30.8	30.8	51.674	480	480	7.84			13	8			11	6	0	95.284	By MS/MS	By MS/MS	30.8	14	46320000	22259000	24060000	2437900	1171500	1266300	4937700	5969400	19	15	34				738	1738;2918;4142;6472;7835;8584;9417;9974;10361;10645	True;True;True;True;True;True;True;True;True;True	1888;3175;4502;4503;7039;7040;8676;9478;10383;10992;11410;11726	4563;4564;7525;10450;10451;10452;10453;10454;10455;16400;16401;16402;16403;16404;16405;16406;16407;16408;16409;16410;16411;20477;20478;20479;20480;22401;22402;22403;22404;24538;24539;25991;25992;26985;26986;26987;26988;27729	5196;8464;11708;11709;11710;11711;11712;18282;18283;18284;18285;18286;18287;18288;18289;18290;18291;18292;18293;18294;18295;18296;22753;22754;24836;24837;24838;27229;27230;27231;28905;28906;29962;29963;30734	5196;8464;11711;18287;22754;24836;27229;28905;29962;30734	506;507	34;303
Tb927.11.14100:mRNA-p1	Tb927.11.14100:mRNA-p1	12	12	12		1	12	12	12	10	11	10	11	10	11	35.4	35.4	35.4	54.707	505	505	7.61		3	11	6			13	3	0	134.97	By MS/MS	By MS/MS	28.1	34.1	51040000	28908000	22132000	2430500	1376600	1053900	6911800	6926700	16	22	38				739	1764;3160;3517;4632;5292;6736;8627;9000;9512;9567;9943;10644	True;True;True;True;True;True;True;True;True;True;True;True	1918;3430;3817;5047;5770;7440;7441;9523;9924;10485;10546;10960;11725	4672;8119;8120;8121;8972;8973;11729;11730;11731;13434;17439;17440;17441;22493;22494;23420;23421;23422;23423;23424;24771;24772;24773;24774;24775;24776;24777;24905;24906;24907;25892;25893;25894;25895;27727;27728	5311;9142;9143;10098;10099;10100;13148;14966;19441;19442;19443;19444;19445;19446;19447;24935;24936;25928;25929;25930;25931;25932;27486;27487;27488;27489;27490;27636;27637;28781;28782;28783;28784;28785;30730;30731;30732;30733	5311;9142;10100;13148;14966;19444;24935;25931;27487;27637;28783;30731	508	1
Tb927.11.14120:mRNA-p1	Tb927.11.14120:mRNA-p1	5	5	5		1	5	5	5	5	5	5	5	5	5	14.7	14.7	14.7	57.056	496	496	7.64			5	1			5		0	36.258	By MS/MS	By MS/MS	14.7	14.7	2295900	1114400	1181400	85032	41275	43757	288230	319020	5	5	10				740	1572;1807;7844;8134;8446	True;True;True;True;True	1701;1963;8686;8991;9326	4080;4081;4795;4796;20493;20494;20495;21159;21160;22067;22068	4687;4688;5435;5436;22768;22769;23470;23471;24480;24481	4688;5435;22768;23471;24480		
Tb927.11.14140:mRNA-p1	Tb927.11.14140:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	2.9	2.9	2.9	43.424	384	384	14								1	0.0083992	6.5375		By MS/MS	0	2.9	64582	0	64582	2935.5	0	2935.5	0	19468	0	1	1				741	11312	True	12453	29375	32556	32556		
Tb927.11.1420:mRNA-p1	Tb927.11.1420:mRNA-p1	4	4	4		1	4	4	4	2	2	2	2	2	2	6.3	6.3	6.3	94.838	860	860	6.8		1	2				2		0	24.727	By MS/MS	By MS/MS	2.7	3.6	446680	298980	147690	9710.4	6499.7	3210.7	0	34990	2	3	5				742	1423;1433;4304;9181	True;True;True;True	1531;1541;4676;10122	3682;3706;10816;23882;23883	4220;4251;4252;12131;26458	4220;4252;12131;26458		
Tb927.11.14210:mRNA-p1	Tb927.11.14210:mRNA-p1	5	5	5		1	5	5	5	5	0	5	0	5	0	3.4	3.4	3.4	160.13	1456	1456	1.2	4	1							0	27.024	By MS/MS		3.4	0	204650	204650	0	3100.8	3100.8	0	191690	0	5	0	5				743	2274;3004;4889;5913;10424	True;True;True;True;True	2468;3267;5330;6436;11481	5863;7711;12372;14987;27135	6605;8658;13860;16715;30117	6605;8658;13860;16715;30117		
Tb927.11.14220:mRNA-p1	Tb927.11.14220:mRNA-p1	11	11	11		1	11	11	11	10	11	10	11	10	11	32.8	32.8	32.8	54.405	516	516	7.55		3	13	2			14	1	0	147.91	By MS/MS	By MS/MS	31.8	32.8	37098000	21695000	15403000	2649900	1549700	1100200	5934400	4052600	17	19	36				744	65;423;771;1382;2079;3563;6501;7288;8624;10224;11149	True;True;True;True;True;True;True;True;True;True;True	67;440;831;1487;2257;3867;7082;7083;8087;9520;11256;12275;12276	151;152;153;154;155;156;1108;1109;1110;2048;3591;3592;3593;5411;5412;5413;9087;9088;16513;16514;16515;16516;19069;19070;22487;22488;22489;22490;26578;26579;29014;29015;29016	171;172;173;174;175;176;177;1319;1320;2387;4126;4127;6102;6103;6104;6105;6106;10213;10214;18393;18394;18395;18396;21239;21240;24930;24931;24932;29552;29553;32183;32184;32185;32186;32187;32188	175;1319;2387;4126;6105;10214;18394;21239;24932;29552;32186	509;510	1;74
