Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DEAC2,Peptides SM,Razor + unique peptides DEAC2,Razor + unique peptides SM,Unique peptides DEAC2,Unique peptides SM,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 3,Fraction 4,Fraction 11,Fraction 12,Fraction 13,Fraction 14,Q-value,Score,Identification type DEAC2,Identification type SM,Sequence coverage DEAC2 [%],Sequence coverage SM [%],Intensity,Intensity DEAC2,Intensity SM,iBAQ,iBAQ DEAC2,iBAQ SM,LFQ intensity DEAC2,LFQ intensity SM,MS/MS count DEAC2,MS/MS count SM,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_DEAC2,log2_ibaq_DEAC2,log2_int_DEAC2,log10_int
Tb927.8.1200,Tb927.8.1200:mRNA-p1,Tb927.8.1200:mRNA-p1,25,25,2,,1,25,25,2,25,5,25,5,2,1,26.1,26.1,3.2,119.0,1080,1080,3.56,1.0,35.0,,,2.0,5.0,,,0.0,208.38,By MS/MS,By MS/MS,26.1,5.4,33332000,19200000,14132000,628910.0,362270.0,266640.0,16279000,7353800.0,42,9,51,,,,1749,614;2252;2351;2465;3272;3546;3547;5246;5473;5557;5558;5613;6079;6479;6586;6790;6936;7104;7618;7691;8256;9057;9243;10278;10783,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,651;2445;2559;2687;3552;3850;3851;5722;5723;5959;6046;6047;6110;6615;7049;7050;7202;7203;7523;7524;7699;7881;7882;8448;8528;9121;9988;10189;11315;11875,1613;1614;1615;1616;5817;6039;6425;6426;8375;9058;9059;13321;13322;13323;13836;14023;14024;14142;14143;15358;15359;16425;16426;16798;16799;16800;16801;17661;17662;17663;18056;18509;18510;19949;20114;21456;23586;24042;24043;24044;24045;26758;28112,1912;1913;1914;1915;1916;6554;6793;7236;7237;7238;9435;10182;10183;14856;14857;14858;14859;15392;15393;15590;15591;15717;15718;17144;17145;18310;18311;18714;18715;18716;18717;19696;19697;19698;19699;19700;19701;19702;20145;20146;20626;20627;22194;22371;23804;26112;26644;26645;29747;31136;31137,1912;6554;6793;7238;9435;10182;10183;14859;15393;15590;15591;15718;17144;18310;18714;19702;20146;20627;22194;22371;23804;26112;26644;29747;31136,1036;1037;1038;1039;1040;1041,1;394;403;636;683;740,vacuolar-type Ca2+-ATPase 2,,,,,2.1043366598147357,0.4416347029640976,0.4415407811573313,7.522861373153616
Tb927.8.1210,Tb927.8.1210:mRNA-p1,Tb927.8.1210:mRNA-p1,7,7,7,,1,7,7,7,7,2,7,2,7,2,21.6,21.6,21.6,77.786,686,686,3.29,3.0,8.0,1.0,,,2.0,,,0.0,56.302,By MS/MS,By MS/MS,21.6,13.6,9601100,9530000,71116,228600.0,226900.0,1693.2,7709800,0.0,12,3,15,,,,1750,2477;4623;8045;8148;8338;10241;10713,True;True;True;True;True;True;True,2700;5038;8901;9008;9209;11274;11799,6463;11704;20920;21202;21680;21681;21682;21683;21684;26629;26630;26631;27932;27933,7291;7292;13119;23210;23516;24051;24052;24053;24054;24055;24056;29610;29611;29612;30946,7291;13119;23210;23516;24054;29611;30946,,,"hypothetical protein, conserved",0.271652398,14.6096812,i,red,1.7004397181410922,6.778724189322603,6.676157012237136,6.982321716838776
Tb927.8.1310,Tb927.8.1310:mRNA-p1,Tb927.8.1310:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,1,0,1,3.6,3.6,3.6,36.85,334,334,14.0,,,,,,,,1.0,0.0029205999999999998,10.880999999999998,,By MS/MS,0.0,3.6,0,0,0,0.0,0.0,0.0,0,0.0,0,1,1,,,,1751,10057,True,11080,26195,29147,29147,,,mitochondrial carrier protein,,,,,-1.0,0.0,0.0,-inf
Tb927.8.1320,Tb927.8.1320:mRNA-p1,Tb927.8.1320:mRNA-p1,3,3,3,,1,3,3,3,3,3,3,3,3,3,16.7,16.7,16.7,27.16,240,240,9.0,,,,3.0,,,,3.0,0.0,25.679000000000002,By MS/MS,By MS/MS,16.7,16.7,2800400,1305400,1495000,254580.0,118670.0,135910.0,452740,368650.0,4,4,8,,,,1752,1570;6352;9917,True;True;True,1699;6906;10932,4077;4078;16112;16113;25835;25836,4684;4685;17986;17987;28712;28713;28714;28715,4684;17986;28715,,,"hypothetical protein, conserved",,,,,0.0,-0.19511710338510135,-0.1925782493405741,6.447220068979909
Tb927.8.1340,Tb927.8.1340:mRNA-p1;Tb927.8.1330:mRNA-p1,Tb927.8.1340:mRNA-p1;Tb927.8.1330:mRNA-p1,8;8,8;8,8;8,;,2,8,8,8,6,7,6,7,6,7,29.7,29.7,29.7,30.879,276,276;276,7.52,7.0,3.0,1.0,1.0,4.0,,2.0,7.0,0.0,55.412,By MS/MS,By MS/MS,22.1,29.3,6262600,3680800,2581900,626260.0,368080.0,258190.0,3093300,1010000.0,13,11,24,,,,1753,391;703;782;783;5112;5677;9011;10903,True;True;True;True;True;True;True;True,408;756;842;843;5579;6177;9937;12001,1014;1015;1016;1017;1864;1865;1866;1867;1868;1869;2068;2069;2070;2071;2072;2073;2074;2075;12983;14394;14395;23456;23457;23458;28361,1208;1209;2182;2183;2184;2185;2186;2187;2188;2189;2190;2406;2407;2408;2409;2410;14486;14487;14488;16063;16064;25966;25967;25968;31410,1208;2186;2407;2409;14487;16064;25966;31410,,,"60S ribosomal protein L7a, putative",,,,,0.22239242133644802,0.5109585509660984,0.5078945740093193,6.796761608337888
Tb927.8.1440,Tb927.8.1440:mRNA-p1,Tb927.8.1440:mRNA-p1,2,2,2,,1,2,2,2,1,2,1,2,1,2,21.0,21.0,21.0,17.815,162,162,10.7,,,,1.0,,,,2.0,0.0,12.08,By MS/MS,By MS/MS,8.6,21.0,1058800,73242,985540,151250.0,10463.0,140790.0,0,297090.0,2,3,5,,,,1754,285;3042,True;True,299;3308,783;7824;7825,918;8811;8812;8813;8814,918;8814,,,"maoC-like dehydratase, putative",0.038436182,13.84911166,i,red,-0.4150374992788438,-3.7029993890193262,-3.399097088012724,6.024806549396288
Tb927.8.1500,Tb927.8.1500:mRNA-p1,Tb927.8.1500:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.7,2.7,2.7,63.206,601,601,12.0,,,,,,1.0,,,0.0026511,7.3174,,By MS/MS,0.0,2.7,38457,0,38457,1748.0,0.0,1748.0,0,92025.0,0,1,1,,,,1755,378,True,395,983,1177,1177,,,"hypothetical protein, conserved",0.058900387,15.93150142,i,red,-1.0,-2.4956766938991306,-1.4463346019277863,4.5849754022565214
Tb927.8.1510,Tb927.8.1510:mRNA-p1,Tb927.8.1510:mRNA-p1,7,7,7,,1,7,7,7,6,6,6,6,6,6,15.8,15.8,15.8,62.43899999999999,569,569,7.5,,1.0,6.0,2.0,,,6.0,1.0,0.0,53.853,By MS/MS,By MS/MS,13.0,13.2,4313400,1956500,2356800,126860.0,57545.0,69319.0,520450,641730.0,7,6,13,,,,1756,388;2568;3177;5597;7986;10042;10639,True;True;True;True;True;True;True,405;2802;3448;6093;8837;11064;11720,1005;1006;6685;6686;8151;8152;8153;14106;14107;20793;26141;26142;26143;26144;27717;27718,1201;1202;7523;9178;9179;9180;15681;15682;23084;29090;29091;30720;30721,1202;7523;9180;15682;23084;29091;30721,,,"ATP-dependent RNA helicase DBP2B, putative",-0.10731326599999999,16.68573513,i,red,0.19264507794239583,-0.26696557687883105,-0.2657910901780985,6.634809665383035
Tb927.8.1570,Tb927.8.1570:mRNA-p1,Tb927.8.1570:mRNA-p1,1,1,1,,1,1,1,1,1,1,1,1,1,1,4.8,4.8,4.8,28.825,272,272,9.0,,,,1.0,,,,1.0,0.006012,6.6563,By MS/MS,By MS/MS,4.8,4.8,814550,544390,270160,74050.0,49490.0,24560.0,0,81438.0,1,1,2,,,,1757,4882,True,5323,12357;12358,13842;13843,13843,,,"Uncharacterised protein family (UPF0172), putative",1.041047568,15.75424183,ii,red,0.0,0.9998053074164003,0.9543395223187032,5.910917748015453
Tb927.8.1580,Tb927.8.1580:mRNA-p1,Tb927.8.1580:mRNA-p1,4,4,4,,1,4,4,4,1,4,1,4,1,4,10.1,10.1,10.1,31.531999999999996,277,277,12.3,,,,1.0,,,,5.0,0.0,23.191,By MS/MS,By MS/MS,3.6,10.1,3564700,468860,3095800,274210.0,36066.0,238140.0,0,933220.0,1,5,6,,,,1758,1207;1841;5026;6445,True;True;True;True,1296;2001;5485;7005,3170;4898;12772;12773;12774;16319,3657;5537;14274;14275;14276;18202,3657;5537;14274;18202,,,"hypothetical protein, conserved",,,,,-1.5849625007211563,-2.7103875194913543,-2.666422016742096,6.552018112823062
Tb927.8.1770,Tb927.8.1770:mRNA-p1,Tb927.8.1770:mRNA-p1,4,4,4,,1,4,4,4,3,3,3,3,3,3,8.7,8.7,8.7,60.165,526,526,7.0,,,3.0,2.0,,,3.0,,0.0,28.261999999999997,By MS/MS,By MS/MS,5.9,6.7,2825500,1487000,1338500,108670.0,57193.0,51482.0,280800,466210.0,3,3,6,,,,1759,4120;4770;9523;11266,True;True;True;True,4480;5204;10497;12404,10404;10405;12108;12109;24795;24796;24797;29274,11660;13565;13566;27513;27514;32454,11660;13566;27514;32454,,,"hypothetical protein, conserved",,,,,0.0,0.15072357049459148,0.14942538383788087,6.451095311633917
Tb927.8.1790,Tb927.8.1790:mRNA-p1,Tb927.8.1790:mRNA-p1,3,3,3,,1,3,3,3,2,3,2,3,2,3,16.0,16.0,16.0,17.441,156,156,10.0,,,,2.0,,,,3.0,0.0,19.000999999999998,By MS/MS,By MS/MS,10.9,16.0,4152800,1121200,3031600,519110.0,140150.0,378950.0,450030,782280.0,1,3,4,,,,1760,6717;8383;8438,True;True;True,7412;9261;9318,17362;17363;21836;22035;22036,19348;19349;24225;24438;24439,19349;24225;24439,,,"hypothetical protein, conserved",0.566014742,15.91932509,i,red,-1.0,-1.4325964617537015,-1.417202770021094,6.618341015870793
Tb927.8.1810,Tb927.8.1810:mRNA-p1,Tb927.8.1810:mRNA-p1,2,2,2,,1,2,2,2,2,1,2,1,2,1,6.4,6.4,6.4,32.595,312,312,4.57,,2.0,2.0,2.0,,,,1.0,0.0,14.14,By MS/MS,By MS/MS,6.4,3.2,13333000,9792100,3540800,1481400.0,1088000.0,393420.0,2844600,0.0,4,1,5,,,,1761,7006;8591,True;True,7778;9486,18268;18269;18270;22417;22418;22419;22420,20376;20377;24853;24854;24855,20377;24855,,,"serine peptidase, Clan S-, family S54, putative",,,,,1.3219280948873624,1.4666549799551307,1.4617691610061883,7.124924621808272
Tb927.8.1840,Tb927.8.1840:mRNA-p1,Tb927.8.1840:mRNA-p1,1,1,1,,1,1,1,1,1,0,1,0,1,0,0.7,0.7,0.7,225.88,2063,2063,1.0,1.0,,,,,,,,0.002694,7.5545,By MS/MS,,0.7,0.0,54805,54805,0,537.31,537.31,0.0,54805,0.0,1,0,1,,,,1762,8694,True,9593,22659,25112,25112,,,"Sec7 domain containing protein, putative",0.049351959,15.40246673,i,red,1.0,1.2787263780827853,1.7901486645256763,4.738820182085683
Tb927.8.1860,Tb927.8.1860:mRNA-p1,Tb927.8.1860:mRNA-p1,14,14,14,,1,14,14,14,14,2,14,2,14,2,19.8,19.8,19.8,114.53,1030,1030,3.25,,14.0,,,,2.0,,,0.0,103.76,By MS/MS,By MS/MS,19.8,1.8,2479700,2231500,248140,45920.0,41325.0,4595.2,1788200,612070.0,18,3,21,,,,1763,167;247;713;885;1268;3227;3265;5432;6401;6779;8195;9807;10512;10524,True;True;True;True;True;True;True;True;True;True;True;True;True;True,176;260;769;952;1360;3502;3544;5917;6957;7508;9056;10811;11573;11588,486;487;697;1898;2381;3331;3332;8269;8357;13750;16225;17639;21332;25514;27366;27396,554;555;556;821;822;2222;2771;2772;3832;3833;9313;9417;15297;15298;18097;19669;19670;23666;28318;30366;30367;30401,554;822;2222;2772;3832;9313;9417;15298;18097;19669;23666;28318;30367;30401,1042,188,pitrilysin-like metalloprotease,-0.139013373,13.512564800000002,i,red,2.2479275134435857,3.0682293453590455,3.0590165971334597,6.394388633502717
Tb927.8.1870,Tb927.8.1870:mRNA-p1,Tb927.8.1870:mRNA-p1,41,41,41,,1,41,41,41,40,21,40,21,40,21,56.3,56.3,56.3,67.597,616,616,5.71,21.0,90.0,51.0,12.0,23.0,55.0,9.0,7.0,0.0,323.31,By MS/MS,By MS/MS,56.3,41.6,1149900000,984500000,165360000,39650000.0,33948000.0,5702200.0,601000000,327930000.0,261,159,420,,,,1764,678;908;909;918;1558;1561;1563;1667;1765;1989;2204;2969;3030;3056;3057;3316;3381;3791;4938;5225;5452;5453;7526;7527;7645;7652;7653;8117;8212;8213;8214;8273;8274;8430;8702;9031;9338;9587;9731;10532;10916,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,730;976;977;986;1679;1680;1684;1685;1689;1690;1808;1919;2157;2388;2389;3232;3296;3322;3323;3599;3673;4125;5383;5700;5938;5939;8349;8350;8477;8484;8485;8974;9073;9074;9075;9076;9138;9139;9140;9309;9602;9959;10291;10569;10730;11596;12014;12015;12016,1790;1791;1792;1793;1794;1795;1796;1797;2432;2433;2434;2435;2436;2451;3986;3987;3988;3989;3990;3991;3992;3993;3994;3995;3996;3997;3998;3999;4000;4001;4002;4003;4004;4005;4006;4007;4008;4014;4015;4016;4017;4018;4019;4020;4021;4022;4023;4024;4025;4026;4027;4028;4029;4030;4031;4032;4033;4034;4035;4036;4037;4038;4039;4040;4041;4049;4050;4051;4052;4053;4054;4055;4056;4057;4058;4381;4673;4674;4675;4676;4677;4678;4679;4680;5195;5196;5679;5680;5681;5682;5683;5684;5685;5686;5687;5688;5689;5690;5691;5692;5693;5694;5695;5696;5697;5698;5699;5700;5701;5702;5703;5704;5705;5706;5707;5708;5709;5710;5711;5712;5713;5714;7653;7795;7796;7797;7798;7799;7800;7801;7802;7849;7850;7851;7852;8466;8632;8633;8634;8635;8636;8637;9671;9672;12502;12503;12504;12505;12506;12507;12508;12509;12510;12511;12512;12513;12514;12515;12516;12517;12518;12519;13280;13281;13282;13795;13796;13797;19705;19706;19707;19708;19709;19710;19711;19712;19713;19714;19715;19716;19717;19718;19719;19720;19721;20004;20005;20006;20007;20008;20020;20021;21111;21112;21113;21114;21115;21116;21117;21366;21367;21368;21369;21370;21371;21372;21373;21374;21375;21376;21377;21378;21484;21485;21486;21487;21488;21489;21490;21491;21492;21493;21494;21495;21496;21497;21498;21499;21500;21501;21502;21503;22012;22013;22014;22015;22016;22680;23498;24326;24327;24328;24329;24330;24331;24961;24962;24963;25343;25344;25345;25346;25347;25348;25349;25350;25351;25352;25353;25354;25355;25356;25357;27406;28387;28388;28389;28390,2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2119;2829;2830;2831;2832;2846;4558;4559;4560;4561;4562;4563;4564;4565;4566;4567;4568;4569;4570;4571;4572;4573;4574;4575;4576;4577;4578;4579;4580;4581;4582;4583;4584;4585;4586;4587;4588;4589;4590;4591;4592;4593;4594;4600;4601;4602;4603;4604;4605;4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;4616;4617;4618;4619;4620;4621;4622;4623;4624;4625;4626;4627;4628;4629;4630;4631;4632;4633;4634;4635;4636;4637;4638;4639;4640;4641;4642;4643;4644;4645;4653;4654;4655;4656;4657;4658;4659;4660;4661;4987;5312;5313;5314;5315;5316;5317;5318;5319;5320;5864;5865;6386;6387;6388;6389;6390;6391;6392;6393;6394;6395;6396;6397;6398;6399;6400;6401;6402;6403;6404;6405;6406;6407;6408;6409;6410;6411;6412;6413;6414;6415;6416;6417;6418;6419;6420;6421;6422;6423;6424;6425;6426;6427;6428;6429;6430;6431;6432;6433;6434;6435;6436;6437;6438;6439;6440;6441;6442;6443;6444;6445;6446;6447;6448;8598;8599;8775;8776;8777;8778;8779;8780;8781;8782;8783;8784;8785;8786;8787;8788;8789;8790;8791;8792;8837;8838;8839;9541;9731;9732;9733;9734;9735;9736;9737;9738;9739;9740;9741;9742;9743;10869;10870;13984;13985;13986;13987;13988;13989;13990;13991;13992;13993;13994;13995;13996;13997;13998;13999;14000;14001;14002;14003;14004;14005;14006;14007;14008;14009;14010;14804;14805;14806;14807;14808;14809;14810;15349;15350;15351;15352;15353;15354;15355;21944;21945;21946;21947;21948;21949;21950;21951;21952;21953;21954;21955;21956;21957;21958;21959;21960;21961;21962;21963;21964;21965;22255;22256;22257;22258;22259;22260;22261;22262;22274;22275;23412;23413;23414;23415;23416;23417;23418;23419;23420;23421;23422;23423;23424;23425;23698;23699;23700;23701;23702;23703;23704;23705;23706;23707;23708;23709;23710;23711;23712;23713;23714;23715;23716;23717;23718;23719;23720;23837;23838;23839;23840;23841;23842;23843;23844;23845;23846;23847;23848;23849;23850;23851;23852;23853;23854;23855;23856;23857;23858;23859;23860;23861;23862;23863;23864;23865;23866;23867;23868;24413;24414;24415;24416;24417;25136;26011;26979;26980;26981;26982;26983;26984;26985;26986;26987;26988;26989;26990;26991;27692;27693;27694;27695;28122;28123;28124;28125;28126;28127;28128;28129;28130;28131;28132;28133;28134;28135;28136;28137;28138;28139;28140;28141;28142;28143;28144;28145;28146;30413;31433;31434;31435;31436;31437,2108;2829;2832;2846;4577;4606;4660;4987;5313;5864;6429;8598;8776;8837;8839;9541;9734;10870;13993;14804;15349;15354;21955;21964;22256;22274;22275;23419;23713;23717;23719;23838;23858;24415;25136;26011;26990;27693;28130;30413;31436,1043;1044;1045;1046;1047;1048;1049,74;115;304;422;434;439;530,Golgi/lysosome glycoprotein 1,0.102939078,17.82432179,i,red,0.7114949066500879,2.57365673374492,2.573619103749826,9.060644966502558
Tb927.8.1930,Tb927.8.1930:mRNA-p1,Tb927.8.1930:mRNA-p1,2,2,2,,1,2,2,2,2,1,2,1,2,1,11.5,11.5,11.5,29.789,261,261,7.33,,,,2.0,,,,1.0,0.0,16.921,By MS/MS,By MS/MS,11.5,6.1,2530700,1704400,826320,230070.0,154950.0,75120.0,484060,0.0,2,1,3,,,,1765,5011;8501,True;True,5468;9381,12736;22196;22197,14237;24634;24635,14237;24635,,,"Isy1-like splicing family, putative",,,,,0.5849625007211562,1.0408200595763406,1.0248337793314721,6.4032440972792495
Tb927.8.1940,Tb927.8.1940:mRNA-p1,Tb927.8.1940:mRNA-p1,11,11,11,,1,11,11,11,9,10,9,10,9,10,22.6,22.6,22.6,70.46300000000001,628,628,7.25,,11.0,14.0,15.0,,1.0,14.0,12.0,0.0,87.29799999999999,By MS/MS,By MS/MS,19.1,19.7,74225000,37689000,36536000,4366200.0,2217000.0,2149200.0,11506000,8695500.0,34,30,64,,,,1766,4490;4501;4586;5103;5204;6947;7528;8139;8575;9216;10865,True;True;True;True;True;True;True;True;True;True;True,4878;4891;4987;5569;5570;5678;7710;8351;8996;9467;10158;11962,11285;11325;11326;11327;11328;11329;11566;11567;11568;11569;11570;11571;11572;12960;12961;12962;12963;12964;12965;12966;12967;12968;12969;13221;13222;13223;18083;18084;18085;18086;18087;18088;18089;18090;19722;19723;19724;19725;19726;19727;19728;19729;21165;21166;21167;21168;21169;21170;21171;22373;22374;22375;22376;22377;22378;23953;23954;23955;23956;23957;23958;23959;23960;23961;23962;28294;28295,12662;12663;12697;12698;12957;12958;12959;12960;12961;12962;12963;14463;14464;14465;14466;14467;14468;14469;14470;14471;14472;14749;14750;20172;20173;20174;20175;20176;20177;20178;20179;20180;20181;20182;20183;20184;21966;21967;21968;21969;21970;21971;21972;23477;23478;23479;23480;23481;23482;24810;24811;24812;24813;24814;24815;24816;26545;26546;26547;26548;26549;26550;26551;31327,12663;12697;12963;14466;14749;20175;21966;23479;24812;26547;31327,1050,87,"endosomal integral membrane protein, putative",0.187010449,12.69121501,i,red,0.1750867065580914,0.04480129460046,0.0447979090920105,7.870550206268082
Tb927.8.1945,Tb927.8.1945:mRNA-p1,Tb927.8.1945:mRNA-p1,2,2,2,,1,2,2,2,2,2,2,2,2,2,17.2,17.2,17.2,16.349,145,145,9.0,,,,2.0,,,,2.0,0.0,17.261,By MS/MS,By MS/MS,17.2,17.2,992900,522180,470720,124110.0,65273.0,58840.0,143760,146440.0,2,2,4,,,,1767,2963;9068,True;True,3226;10000,7641;7642;23613;23614,8587;8588;26137;26138,8587;26137,,,hypothetical protein,,,,,0.0,0.14878425188284175,0.1432350963747509,5.996905510695666
Tb927.8.1950,Tb927.8.1950:mRNA-p1,Tb927.8.1950:mRNA-p1,4,4,4,,1,4,4,4,4,1,4,1,4,1,6.3,6.3,6.3,78.766,710,710,5.4,,,3.0,1.0,,,,1.0,0.0,29.229,By MS/MS,By MS/MS,6.3,1.4,1645300,959090,686230,49858.0,29063.0,20795.0,276460,0.0,4,1,5,,,,1768,1141;5425;8373;11107,True;True;True;True,1226;5910;9250;12227,3054;13738;21818;21819;28872,3528;15286;24205;24206;32034,3528;15286;24206;32034,,,"hypothetical protein, conserved",0.290450123,14.29559677,i,red,1.3219280948873624,0.4756252793735,0.4700021601663116,6.216250376887033
Tb927.8.1990,Tb927.8.1990:mRNA-p1,Tb927.8.1990:mRNA-p1,12,12,12,,1,12,12,12,8,12,8,12,8,12,45.6,45.6,45.6,25.631,226,226,9.71,,,,12.0,,,,16.0,0.0,89.605,By MS/MS,By MS/MS,36.3,45.6,132910000,72855000,60059000,10224000.0,5604200.0,4619900.0,21247000,16909000.0,12,16,28,,,,1769,544;545;1829;3347;4197;4491;4660;7262;9166;9902;10775;10776,True;True;True;True;True;True;True;True;True;True;True;True,578;579;1987;3633;4561;4879;4880;5078;8060;10107;10916;11866;11867,1469;1470;1471;1472;4834;4835;8528;10556;10557;10558;10559;11286;11287;11288;11289;11290;11793;11794;19000;19001;23846;23847;23848;23849;25807;28090;28091;28092,1745;1746;1747;1748;5476;5477;9611;11831;11832;11833;11834;12664;12665;12666;12667;12668;13216;13217;21161;21162;26416;26417;26418;26419;28674;31113;31114;31115,1747;1748;5476;9611;11834;12664;13217;21161;26419;28674;31113;31115,1051;1052,60;129,peroxidoxin,-0.029694562999999997,17.10592488,i,red,-0.38702312310924736,0.27862615764411647,0.27855351478154816,8.123570728140038
Tb927.8.2000,Tb927.8.2000:mRNA-p1,Tb927.8.2000:mRNA-p1,4,4,4,,1,4,4,4,2,4,2,4,2,4,22.5,22.5,22.5,28.482,262,262,10.7,,,,2.0,,,,4.0,0.0,39.952,By MS/MS,By MS/MS,10.3,22.5,1698100,438800,1259300,130620.0,33754.0,96868.0,161880,342350.0,2,4,6,,,,1770,3604;4321;4460;10178,True;True;True;True,3923;4694;4845;11206,9245;10865;11188;11189;26463;26464,10373;12185;12540;12541;29440;29441,10373;12185;12541;29441,,,"cyclophilin, putative",-0.23015924199999999,16.41963371,i,red,-0.7369655941662062,-1.510548796369114,-1.4748105070918036,6.229963261979429
Tb927.8.2020,Tb927.8.2020:mRNA-p1,Tb927.8.2020:mRNA-p1,4,4,4,,1,4,4,4,2,3,2,3,2,3,14.8,14.8,14.8,36.516999999999996,331,331,10.0,,,,2.0,,,,3.0,0.0,61.974,By MS/MS,By MS/MS,7.3,11.2,911300,659910,251390,60753.0,43994.0,16760.0,187420,0.0,2,3,5,,,,1771,1526;1590;5542;7529,True;True;True;True,1644;1721;6030;8352,3917;4120;13974;19730;19731,4487;4726;15538;21973;21974,4487;4726;15538;21973,1053,35,"agmatinase, putative",,,,,-0.4150374992788438,1.372516445747455,1.3176984323684506,5.959661370273495
Tb927.8.2030,Tb927.8.2030:mRNA-p1,Tb927.8.2030:mRNA-p1,7,7,7,,1,7,7,7,1,7,1,7,1,7,23.3,23.3,23.3,48.238,421,421,12.0,,,1.0,,,,7.0,1.0,0.0,90.19,By MS/MS,By MS/MS,3.1,23.3,3056500,151650,2904900,127350.0,6318.7,121040.0,0,697060.0,1,8,9,,,,1772,196;608;3493;8379;9637;9686;10333,True;True;True;True;True;True;True,207;645;3793;9257;10624;10683;11373,563;1592;8913;8914;21829;25096;25227;26894;26895,657;1883;10033;24219;27847;27848;27998;29878;29879,657;1883;10033;24219;27848;27998;29879,,,"hypothetical protein, conserved",0.042872915,15.5254161,i,red,-2.1699250014423126,-4.180646701282305,-4.072839145245096,6.485231504508749
Tb927.8.2040,Tb927.8.2040:mRNA-p1,Tb927.8.2040:mRNA-p1,2,2,1,,1,2,2,1,1,1,1,1,1,1,9.2,9.2,6.0,27.476,251,251,9.0,,,,1.0,,,,1.0,0.0,19.71,By MS/MS,By MS/MS,6.0,6.0,561240,299050,262190,37416.0,19936.0,17479.0,0,79037.0,1,1,2,,,,1773,56;9835,True;True,10843,25633;25634,28492;28493,28492,,,"Domain of unknown function (DUF1767), putative",0.023184369,12.24140477,i,red,0.0,0.1859970315132639,0.17577218414511905,5.749148615956129
Tb927.8.2070,Tb927.8.2070:mRNA-p1;Tb927.8.2270:mRNA-p1,Tb927.8.2070:mRNA-p1;Tb927.8.2270:mRNA-p1,11;9,2;0,2;0,;,2,11,2,2,5,11,0,2,0,2,64.3,11.1,11.1,21.799,199,199;199,14.0,,,,,,,,2.0,0.001772,11.207,By matching,By MS/MS,36.7,64.3,4339600,0,4339600,361630.0,0.0,361630.0,0,1308100.0,0,3,3,,,,1774,1128;1129;1494;2215;2816;4186;5047;5136;5653;7396;7498,False;False;False;False;True;False;False;False;False;False;True,1213;1214;1608;2401;2402;3067;4549;5507;5605;6151;6152;8210;8319,3027;3028;3029;3030;3031;3830;3831;3832;3833;5739;5740;5741;5742;7250;10534;10535;10536;10537;12817;13032;14334;14335;14336;14337;14338;19355;19641,3495;3496;3497;3498;3499;3500;3501;3502;3503;3504;3505;3506;3507;4395;4396;4397;4398;6475;6476;6477;6478;8118;11801;11802;11803;11804;11805;11806;11807;11808;11809;11810;14327;14537;14538;15991;15992;15993;15994;15995;15996;15997;15998;21559;21880;21881,3501;3505;4395;6476;8118;11810;14327;14537;15997;21559;21881,1054,127,Present in the outer mitochondrial membrane proteome 39-1,-0.23665641899999998,14.11082471,i,red,-2.0,-9.908269879638322,-7.612284180685225,6.6374497005266395
Tb927.8.2080,Tb927.8.2080:mRNA-p1,Tb927.8.2080:mRNA-p1,4,4,2,,1,4,4,2,4,4,4,4,2,2,25.3,25.3,17.2,20.204,186,186,9.56,,,,4.0,,,,5.0,0.0,47.76,By MS/MS,By MS/MS,25.3,25.3,22960000,10912000,12049000,1640000.0,779420.0,860610.0,2922800,3808200.0,4,6,10,,,,1775,856;6051;7438;11275,True;True;True;True,918;6583;8255;12414,2286;2287;15295;15296;19479;19480;19481;29293;29294,2660;2661;17077;17078;21691;21692;21693;21694;21695;32470;32471,2661;17078;21694;32470,,,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative",-0.626802832,12.44951521,i,red,-0.4854268271702417,-0.14289289723561407,-0.14272028885631194,7.360990798578921
