Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DM-dig,Peptides DM-tx,Peptides TbGPI12-dig,Peptides TbGPI12-tx,Razor + unique peptides DM-dig,Razor + unique peptides DM-tx,Razor + unique peptides TbGPI12-dig,Razor + unique peptides TbGPI12-tx,Unique peptides DM-dig,Unique peptides DM-tx,Unique peptides TbGPI12-dig,Unique peptides TbGPI12-tx,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Fraction 31,Fraction 32,Fraction 41,Fraction 42,Q-value,Score,Identification type DM-dig,Identification type DM-tx,Identification type TbGPI12-dig,Identification type TbGPI12-tx,Sequence coverage DM-dig [%],Sequence coverage DM-tx [%],Sequence coverage TbGPI12-dig [%],Sequence coverage TbGPI12-tx [%],Intensity,Intensity DM-dig,Intensity DM-tx,Intensity TbGPI12-dig,Intensity TbGPI12-tx,iBAQ,iBAQ DM-dig,iBAQ DM-tx,iBAQ TbGPI12-dig,iBAQ TbGPI12-tx,LFQ intensity DM-dig,LFQ intensity DM-tx,LFQ intensity TbGPI12-dig,LFQ intensity TbGPI12-tx,MS/MS count DM-dig,MS/MS count DM-tx,MS/MS count TbGPI12-dig,MS/MS count TbGPI12-tx,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_ms_dig,log2_ms_tx,log10_int_dig,log10_int_tx,log2_ibaq_dig,log2_ibag_tx,log2_lfq_dig,log2_lfq_tx,log2_ibaq_tx,log2_int_dig,log2_int_tx
Tb927.9.12710,Tb927.9.12710:mRNA-p1,Tb927.9.12710:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,6.3,6.3,6.3,44.783,394,394,2.0,,2.0,,,,,,,0.0,13.892000000000001,By MS/MS,,,,6.3,0.0,0.0,0.0,122840,122840,0,0,0,6465.1,6465.1,0.0,0.0,0.0,29183.0,0,0,0.0,2,0,0,0,2,,,,1241,910;2307,True;True,989;2502,2133;5411,2475;6336,2475;6336,,,"hypothetical protein, conserved",,,,,-1.5849625007211563,0.0,5.089339807771031,-inf,-3.817946726158232,0.0,-2.7151740756505913,0.0,0.0,-3.1518606511969507,0.0
Tb927.9.12730,Tb927.9.12730:mRNA-p1,Tb927.9.12730:mRNA-p1,8,8,8,,1,8,8,8,8,0,0,2,8,0,0,2,8,0,0,2,21.5,21.5,21.5,48.592,451,451,8.0,,8.0,,,,2.0,,,0.0,60.879,By MS/MS,,,By MS/MS,21.5,0.0,0.0,5.8,1467100,1277200,0,0,189970,56428.0,49121.0,0.0,0.0,7306.4,270430.0,0,0,163180.0,9,0,0,2,11,,,,1242,1275;1531;2494;3595;4096;4169;4538;5379,True;True;True;True;True;True;True;True,1387;1670;2701;3949;4501;4577;4967;5894,2998;3560;5917;8661;9875;10015;10016;10882;10883;13070,3434;4089;6968;10190;11665;11831;11832;12837;12838;15584;15585,3434;4089;6968;10190;11665;11832;12837;15585,770,414,"chaperone protein DnaJ, putative",0.157880215,14.91642593,i,red,-3.321928094887362,1.584962500721156,6.106258909867408,5.278685022725684,-6.651857380907596,3.775005113534109,-5.716583586563069,3.121932064096469,3.775005113534109,-6.375278268555806,3.345963153870174
Tb927.9.12750,Tb927.9.12750:mRNA-p1,Tb927.9.12750:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,12.2,12.2,12.2,38.624,343,343,2.0,,6.0,,,,,,,0.0,31.29,By MS/MS,,,,12.2,0.0,0.0,0.0,1150000,1150000,0,0,0,57499.0,57499.0,0.0,0.0,0.0,252640.0,0,0,0.0,7,0,0,0,7,,,,1243,566;1268;1435;1844;4313,True;True;True;True;True,603;1379;1563;2002;4728;4729,1336;2985;3342;4306;10350;10351,1560;3417;3418;3848;4965;12208;12209,1560;3418;3848;4965;12208,771,197,"hypothetical protein, conserved",,,,,-3.0,0.0,6.060697840353612,-inf,-6.876962319191793,0.0,-5.62034206813499,0.0,0.0,-6.225848659699775,0.0
Tb927.9.13030,Tb927.9.13030:mRNA-p1,Tb927.9.13030:mRNA-p1,7,7,7,,1,7,7,7,5,5,0,0,5,5,0,0,5,5,0,0,27.2,27.2,27.2,35.982,305,305,17.7,7.0,,,,,,5.0,,0.0,49.593,By MS/MS,By MS/MS,,,19.7,19.7,0.0,0.0,804560,488450,316100,0,0,44698.0,27136.0,17561.0,0.0,0.0,449610.0,263970,0,0.0,8,6,0,0,14,,,,1244,737;1257;4048;4840;5253;5457;5545,True;True;True;True;True;True;True,792;793;1367;4452;5295;5751;5752;5982;6076;6077,1733;1734;2955;9795;11644;11645;12725;12726;13271;13509;13510;13511,2007;2008;3385;11567;13810;13811;13812;15184;15185;15186;15821;16112;16113;16114;16115,2008;3385;11567;13810;15185;15821;16114,772;773;774,88;116;189,QA-SNARE protein putative,0.097610797,13.86162449,i,red,-3.1699250014423126,-2.807354922057604,5.688820113939199,5.499824495839579,-5.807302707064388,-4.977256855556377,-6.439027218389991,0.0,-4.977256855556377,-5.016370770820516,-4.022816555267289
Tb927.9.13120,Tb927.9.13120:mRNA-p1,Tb927.9.13120:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,6.9,6.9,6.9,27.916,248,248,41.0,,,,,,,1.0,,0.0017825,7.0382,,By MS/MS,,,0.0,6.9,0.0,0.0,61356,0,61356,0,0,5577.8,0.0,5577.8,0.0,0.0,0.0,53792,0,0.0,0,1,0,0,1,,,,1245,3070,True,3328,7327,8645,8645,,,Present in the outer mitochondrial membrane proteome 8,,,,,0.0,-1.0,-inf,4.7878570387741615,0.0,-3.4178363966701606,0.0,0.0,-3.4178363966701606,0.0,-1.985884370416061
Tb927.9.13380,Tb927.9.13380:mRNA-p1,Tb927.9.13380:mRNA-p1,4,4,4,,1,4,4,4,1,0,0,3,1,0,0,3,1,0,0,3,13.4,13.4,13.4,48.172,419,419,24.5,,1.0,,,,3.0,,,0.0,27.843000000000004,By MS/MS,,,By MS/MS,2.1,0.0,0.0,11.2,257010,71568,0,0,185440,11174.0,3111.7,0.0,0.0,8062.8,0.0,0,0,127090.0,1,0,0,4,5,,,,1246,1320;3314;3804;5045,True;True;True;True,1441;3590;4184;5520,3092;7880;9221;12144,3535;9283;9284;10895;14409,3535;9283;10895;14409,775,243,Autophagy-related protein 24,0.188799219,15.43229749,i,red,-1.0,2.321928094887362,4.854718880828582,5.268203418619521,-2.8692096574402957,3.9072046011340533,0.0,2.807627398575887,3.9072046011340533,-2.4843047756542336,3.314605905635909
Tb927.9.1350,Tb927.9.1350:mRNA-p1,Tb927.9.1350:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,12.8,12.8,12.8,59.813,537,537,1.83,1.0,5.0,,,,,,,0.0,34.618,By MS/MS,,,,12.8,0.0,0.0,0.0,449910,449910,0,0,0,16068.0,16068.0,0.0,0.0,0.0,121110.0,0,0,0.0,6,0,0,0,6,,,,1247,1712;2104;2744;3803;5494,True;True;True;True;True,1859;2293;2978;4183;6024,3993;4935;6546;9220;13389;13390,4618;5736;5737;7716;10894;15968,4618;5737;7716;10894;15968,,,"hypothetical protein, conserved",0.020372673,13.847975699999997,i,red,-2.807354922057604,0.0,5.653125646191915,-inf,-5.068923108790665,0.0,-4.591081820740378,0.0,0.0,-4.901609681108871,0.0
Tb927.9.13580,Tb927.9.13580:mRNA-p1,Tb927.9.13580:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,2,3,0,0,2,3,0,0,2,7.1,7.1,7.1,48.928999999999995,422,422,14.0,,3.0,,,,2.0,,,0.0,21.089000000000002,By MS/MS,,,By MS/MS,7.1,0.0,0.0,5.2,679140,589810,0,0,89327,32340.0,28086.0,0.0,0.0,4253.7,132490.0,0,0,68849.0,3,0,0,2,5,,,,1248,375;2246;3023,True;True;True,401;2438;3272,831;832;5254;7161;7162,936;937;6103;8444;8445,936;6103;8444,,,"hypothetical protein, conserved",,,,,-2.0,1.584962500721156,5.770712131572854,4.95098274868349,-5.856074102742885,3.0682782773280155,-4.715496730133658,2.087843492702763,3.0682782773280155,-5.280729364166737,2.4089673914939973
Tb927.9.13780,Tb927.9.13780:mRNA-p1,Tb927.9.13780:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,7.5,7.5,7.5,33.466,293,293,1.0,2.0,,,,,,,,0.0,13.589,By MS/MS,,,,7.5,0.0,0.0,0.0,76873,76873,0,0,0,5490.9,5490.9,0.0,0.0,0.0,76873.0,0,0,0.0,2,0,0,0,2,,,,1250,1842;4465,True;True,2000;4891,4303;10722,4962;12658,4962;12658,,,"hypothetical protein, conserved",,,,,-1.5849625007211563,0.0,4.885773829918267,-inf,-3.600352880287624,0.0,-3.9693534698201964,0.0,0.0,-2.569564004162115,0.0
Tb927.9.13920,Tb927.9.13920:mRNA-p1;Tb927.9.13860:mRNA-p1;Tb927.9.13820:mRNA-p1;Tb927.9.13795:mRNA-p1;Tb927.9.13785:mRNA-p1,Tb927.9.13920:mRNA-p1;Tb927.9.13860:mRNA-p1;Tb927.9.13820:mRNA-p1;Tb927.9.13795:mRNA-p1;Tb927.9.13785:mRNA-p1,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,;;;;,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.8,9.8,9.8,11.075999999999999,92,92;92;92;92;92,24.3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.00094967,7.6974,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.8,9.8,9.8,9.8,355240,81329,102910,89701,81297,50748.0,11618.0,14701.0,12814.0,11614.0,0.0,0,0,443560.0,1,2,2,1,6,,,,1251,1460,True,1591,3384;3385;3386;3387;3388;3389;3390,3897;3898;3899;3900;3901;3902,3898,,,kinetoplastid membrane protein 11-1,,,,,0.5849625007211562,-0.5849625007211563,5.233072295723795,5.265306129680647,0.13586308405893804,-0.3256683993348606,0.0,4.455844377244502,-0.3256683993348606,0.11955082394760767,-0.27721681588478003
Tb927.9.1380,Tb927.9.1380:mRNA-p1,Tb927.9.1380:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,16.1,16.1,16.1,42.43899999999999,379,379,2.0,,5.0,,,,,,,0.0,37.431999999999995,By MS/MS,,,,16.1,0.0,0.0,0.0,822500,822500,0,0,0,35761.0,35761.0,0.0,0.0,0.0,195410.0,0,0,0.0,6,0,0,0,6,,,,1252,1886;2036;2653;3359;4348,True;True;True;True;True,2050;2219;2877;3638;4770,4406;4785;6351;7980;10450,5095;5548;5549;7476;9403;12337,5095;5549;7476;9403;12337,777,53,"hypothetical protein, conserved",0.158677655,12.76360999,i,red,-2.807354922057604,0.0,5.9151359066220115,-inf,-6.199254571966654,0.0,-5.258327165206394,0.0,0.0,-5.749957116073116,0.0
Tb927.9.13970,Tb927.9.13970:mRNA-p1,Tb927.9.13970:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,17.1,17.1,17.1,36.788000000000004,339,339,2.0,,5.0,,,,,,,0.0,38.301,By MS/MS,,,,17.1,0.0,0.0,0.0,644760,644760,0,0,0,33935.0,33935.0,0.0,0.0,0.0,153180.0,0,0,0.0,7,0,0,0,7,,,,1253,442;628;1151;1793;5078,True;True;True;True;True,470;669;1252;1947;5560,982;1475;2676;4201;12259,1116;1729;3097;4846;4847;14639;14640,1116;1729;3097;4846;14640,,,"hypothetical protein, conserved",0.069707201,12.48538628,i,red,-3.0,0.0,5.809398086616318,-inf,-6.124697609860028,0.0,-4.917405091407967,0.0,0.0,-5.4060749474512,0.0
Tb927.9.13990,Tb927.9.13990:mRNA-p1,Tb927.9.13990:mRNA-p1,15,15,15,,1,15,15,15,13,13,10,7,13,13,10,7,13,13,10,7,46.9,46.9,46.9,34.618,305,305,17.6,31.0,21.0,14.0,,6.0,9.0,29.0,2.0,0.0,119.38,By MS/MS,By MS/MS,By MS/MS,By MS/MS,39.3,44.6,29.5,26.2,55594000,30955000,20101000,3008800,1528300,3088500.0,1719700.0,1116700.0,167160.0,84903.0,20635000.0,14253000,11752000,5872500.0,56,39,14,14,123,,,,1254,144;1074;1279;1363;1980;1981;2056;2748;2954;2981;3486;3487;4015;5053;5854,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,151;152;1167;1391;1392;1393;1488;2151;2152;2153;2154;2155;2242;2243;2982;3200;3227;3785;3786;3787;3788;4418;5531;5532;6420,321;322;323;324;325;2497;2498;2499;2500;2501;2502;3002;3003;3004;3005;3006;3007;3008;3009;3010;3011;3012;3013;3014;3015;3169;3170;3171;3172;3173;3174;4621;4622;4623;4624;4625;4626;4627;4628;4629;4630;4631;4632;4633;4634;4635;4828;4829;4830;4831;4832;4833;4834;4835;4836;4837;4838;4839;4840;4841;6555;6978;6979;6980;6981;6982;6983;6984;7041;7042;7043;7044;8259;8260;8261;8262;8263;8264;8265;8266;8267;8268;8269;8270;8271;8272;8273;9717;9718;12163;12164;12165;12166;12167;12168;12169;12170;12171;12172;12173;12174;12175;12176;12177;12178;14251;14252;14253;14254;14255;14256;14257,382;383;384;385;2883;2884;2885;2886;2887;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3631;3632;3633;3634;3635;3636;3637;3638;5350;5351;5352;5353;5354;5355;5356;5357;5358;5359;5360;5361;5601;5602;5603;5604;5605;5606;5607;5608;5609;5610;5611;5612;5613;5614;5615;5616;5617;7728;8238;8239;8240;8241;8242;8243;8244;8245;8246;8247;8248;8312;8313;8314;8315;8316;8317;9710;9711;9712;9713;9714;9715;9716;9717;9718;9719;9720;9721;9722;9723;9724;9725;11480;11481;11482;14432;14433;14434;14435;14436;14437;14438;14439;14440;14441;14442;14443;14444;14445;14446;14447;14448;14449;14450;14451;14452;14453;14454;14455;14456;16991;16992;16993;16994;16995,383;2884;3443;3634;5351;5361;5615;7728;8244;8312;9713;9720;11480;14441;16993,778;779;780;781;782;783;784,78;90;119;120;267;272;290,"RNA-binding protein, putative",0.024047517,15.43012262,i,red,-1.9259994185562233,-1.415037499278844,7.531016274820024,7.33504246437406,-3.359017128820221,-3.7082752063992284,-0.8119101907019068,8.120525959110797,-3.7082752063992284,-3.356190090016688,-3.699325095436314
Tb927.9.14160,Tb927.9.14160:mRNA-p1,Tb927.9.14160:mRNA-p1,4,4,4,,1,4,4,4,4,1,2,0,4,1,2,0,4,1,2,0,14.5,14.5,14.5,33.655,297,297,9.57,4.0,,2.0,,,,1.0,,0.0,27.033,By MS/MS,By MS/MS,By MS/MS,,14.5,3.4,6.1,0.0,1254200,1017600,74305,162340,0,114020.0,92509.0,6755.0,14758.0,0.0,910750.0,0,707060,0.0,4,1,2,0,7,,,,1255,2371;3215;3995;4009,True;True;True;True,2567;3486;4394;4409,5553;5554;5555;7670;7671;9678;9708,6526;6527;6528;9060;9061;11426;11470,6526;9061;11426;11470,785,204,"rieske iron-sulfur protein, mitochondrial precursor",0.33657689,16.51047407,i,red,-0.7369655941662062,-1.0,6.071859923974413,4.871018038516274,-2.6083262658486497,-3.6703771280978144,-0.36284577706546195,0.0,-3.6703771280978144,-2.5378380105245983,-2.1972286727922663
Tb927.9.14200,Tb927.9.14200:mRNA-p1,Tb927.9.14200:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,9.8,9.8,9.8,44.532,386,386,2.0,,2.0,,,,,,,0.0,15.993,By MS/MS,,,,9.8,0.0,0.0,0.0,357380,357380,0,0,0,17869.0,17869.0,0.0,0.0,0.0,84905.0,0,0,0.0,3,0,0,0,3,,,,1256,4300;4529,True;True,4715;4958,10312;10870,12173;12174;12812,12174;12812,786,65,"methyltransferase domain containing protein, putative",0.38211903,14.3695425,i,red,-2.0,0.0,5.553130244496774,-inf,-5.217853108150542,0.0,-4.103986540595043,0.0,0.0,-4.581875033039507,0.0
Tb927.9.14420,Tb927.9.14420:mRNA-p1,Tb927.9.14420:mRNA-p1,6,6,6,,1,6,6,6,2,6,0,0,2,6,0,0,2,6,0,0,18.8,18.8,18.8,42.65,384,384,26.6,2.0,2.0,,,,,7.0,,0.0,39.918,By MS/MS,By MS/MS,,,8.1,18.8,0.0,0.0,1075900,265040,810860,0,0,43036.0,10602.0,32435.0,0.0,0.0,233490.0,671540,0,0.0,2,9,0,0,11,,,,1257,1735;2614;2709;3214;4115;4170,True;True;True;True;True;True,1882;2836;2941;3485;4521;4578,4059;4060;4061;6283;6478;7668;7669;9913;10017;10018;10019,4693;4694;4695;7400;7623;9058;9059;11709;11710;11833;11834,4694;7400;7623;9058;11710;11834,,,"cyclophilin-like protein, putative",0.541684838,12.78452129,i,red,-1.5849625007211563,-3.321928094887362,5.423311422873904,5.90894587705207,-4.491060153173562,-5.841275740613215,-5.509023130611595,0.0,-5.841275740613215,-4.171463047776618,-5.326691261215837
Tb927.9.14430,Tb927.9.14430:mRNA-p1,Tb927.9.14430:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.7,3.7,3.7,41.016999999999996,349,349,2.0,,1.0,,,,,,,0.006441199999999999,6.3965,By MS/MS,,,,3.7,0.0,0.0,0.0,62302,62302,0,0,0,3279.0,3279.0,0.0,0.0,0.0,14802.0,0,0,0.0,2,0,0,0,2,,,,1258,4615,True,5054,11108,13140;13141,13141,,,Casein kinase II,0.127501219,12.35695112,i,red,-1.5849625007211563,0.0,4.794501988473328,-inf,-2.934653037081141,0.0,-1.9348998912011117,0.0,0.0,-2.322113364573104,0.0
Tb927.9.15000,Tb927.9.15000:mRNA-p1,Tb927.9.15000:mRNA-p1,6,6,6,,1,6,6,6,2,6,0,0,2,6,0,0,2,6,0,0,24.7,24.7,24.7,27.214000000000002,251,251,31.0,2.0,,,,,,6.0,,0.0,45.151,By MS/MS,By MS/MS,,,8.8,24.7,0.0,0.0,1572700,177420,1395200,0,0,120970.0,13648.0,107330.0,0.0,0.0,256750.0,1143900,0,0.0,2,7,0,0,9,,,,1259,1300;1864;2150;2924;4765;5320,True;True;True;True;True;True,1419;2028;2341;3169;5215;5825,3060;3061;4355;5050;6917;11455;12893;12894,3497;3498;3499;5024;5866;8176;13548;15366;15367,3498;5024;5866;8176;13548;15367,,,"proteasome complex subunit Rpn13 ubiquitin receptor, putative",0.11265495199999999,15.17357852,i,red,-1.5849625007211563,-3.0,5.2490025749097615,6.144636467588492,-4.841023428306284,-7.550038752823658,-5.64315371492065,0.0,-7.550038752823658,-3.6314297221413763,-6.094503334124948
Tb927.9.15040,Tb927.9.15040:mRNA-p1,Tb927.9.15040:mRNA-p1,5,5,5,,1,5,5,5,0,5,0,0,0,5,0,0,0,5,0,0,18.2,18.2,18.2,33.004,280,280,41.0,,,,,,,5.0,,0.0,34.902,,By MS/MS,,,0.0,18.2,0.0,0.0,332380,0,332380,0,0,22159.0,0.0,22159.0,0.0,0.0,0.0,291400,0,0.0,0,5,0,0,5,,,,1260,441;1650;3209;3851;4249,True;True;True;True;True,469;1794;3480;4240;4662,981;3842;7654;9362;10183,1115;4426;9033;11070;12028,1115;4426;9033;11070;12028,,,"DTW domain containing protein, putative",0.5360529,12.02375071,i,red,0.0,-2.584962500721156,-inf,5.521634883490663,0.0,-5.3032395561946295,0.0,0.0,-5.3032395561946295,0.0,-4.090915372293086
Tb927.9.15060,Tb927.9.15060:mRNA-p1,Tb927.9.15060:mRNA-p1,5,5,5,,1,5,5,5,0,5,1,0,0,5,1,0,0,5,1,0,26.3,26.3,26.3,28.483,251,251,36.0,,,1.0,,,,5.0,,0.0,32.705999999999996,,By MS/MS,By MS/MS,,0.0,26.3,3.2,0.0,780790,0,755240,25540,0,55770.0,0.0,53946.0,1824.3,0.0,0.0,662140,0,0.0,0,7,1,0,8,,,,1261,1419;1904;2719;3330;3917,True;True;True;True;True,1546;2069;2952;3606;4312,3314;3315;4442;6501;7911;9488,3817;3818;5131;5132;7652;7653;9331;11225,3817;5131;7653;9331;11225,,,"rRNA processing protein, putative",-0.148672259,16.72350919,i,red,1.0,-3.0,4.407220892927397,5.878084983566541,2.2318642171544805,-6.565171176024437,0.0,0.0,-6.565171176024437,1.4005477550887278,-5.226818609413689
Tb927.9.15090,Tb927.9.15090:mRNA-p1,Tb927.9.15090:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,8.2,8.2,8.2,24.595,219,219,1.0,2.0,,,,,,,,0.0,11.824000000000002,By MS/MS,,,,8.2,0.0,0.0,0.0,87865,87865,0,0,0,6758.8,6758.8,0.0,0.0,0.0,87865.0,0,0,0.0,2,0,0,0,2,,,,1262,2079;3264,True;True,2268;3536,4894;7772,5684;9163,5684;9163,,,"cytosolic coat protein, putative",0.7219648670000001,15.42487393,i,red,-1.5849625007211563,0.0,4.9438159133684545,-inf,-3.8775890912907878,0.0,-4.1505964930599495,0.0,0.0,-2.731647486979291,0.0
Tb927.9.15170,Tb927.9.15170:mRNA-p1;Tb927.9.15110:mRNA-p1,Tb927.9.15170:mRNA-p1;Tb927.9.15110:mRNA-p1,5;5,5;5,5;5,;,2,5,5,5,5,4,2,1,5,4,2,1,5,4,2,1,14.0,14.0,14.0,34.635999999999996,308,308;308,14.7,5.0,5.0,2.0,,1.0,1.0,4.0,,0.0,31.291,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.0,11.7,6.2,2.9,2002300,1030300,778760,89702,103530,200230.0,103030.0,77876.0,8970.2,10353.0,326100.0,760060,443450,0.0,7,5,2,1,15,,,,1263,259;978;1386;2296;5036,True;True;True;True;True,274;1064;1513;2489;5510,577;578;579;580;581;582;2310;2311;2312;3253;3254;3255;3256;5390;5391;12126;12127;12128,659;660;661;662;2667;2668;3745;3746;3747;3748;3749;6304;6305;14391;14392,660;2667;3747;6305;14391,,,"60S ribosomal protein L5, putative",-0.149008269,16.92236592,i,red,-1.415037499278844,-1.5849625007211563,6.04921879819535,5.945611356899371,-3.4514239988966495,-2.8436738217389417,0.437403918997429,0.0,-2.8436738217389417,-3.3124728956362888,-2.6858062848940585
Tb927.9.15240,Tb927.9.15240:mRNA-p1,Tb927.9.15240:mRNA-p1,3,3,3,,1,3,3,3,0,3,0,0,0,3,0,0,0,3,0,0,14.1,14.1,14.1,28.749000000000002,248,248,41.0,,,,,,,3.0,,0.0,19.159000000000002,,By MS/MS,,,0.0,14.1,0.0,0.0,148780,0,148780,0,0,10627.0,0.0,10627.0,0.0,0.0,0.0,130440,0,0.0,0,3,0,0,3,,,,1264,1932;4041;4794,True;True;True,2098;4445;5245,4499;9769;11513,5198;11538;13648,5198;11538;13648,,,"ATP11 protein, putative",0.061952495,13.75154585,i,red,0.0,-2.0,-inf,5.172544554372363,0.0,-4.282195298087985,0.0,0.0,-4.282195298087985,0.0,-3.032128250215697
Tb927.9.15290,Tb927.9.15290:mRNA-p1,Tb927.9.15290:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.8,0.8,0.8,149.76,1378,1378,1.0,1.0,,,,,,,,0.0025295,6.7808,By MS/MS,,,,0.8,0.0,0.0,0.0,35031,35031,0,0,0,493.4,493.4,0.0,0.0,0.0,35031.0,0,0,0.0,1,0,0,0,1,,,,1265,2390,True,2586,5605,6577,6577,,,"CHAT domain containing protein, putative",0.08710266900000001,13.72280022,i,red,-1.0,0.0,4.544452534927831,-inf,-1.0,0.0,-2.941527932070566,0.0,0.0,-1.700204533887305,0.0
Tb927.9.1680,Tb927.9.1680:mRNA-p1,Tb927.9.1680:mRNA-p1,5,5,5,,1,5,5,5,2,5,0,0,2,5,0,0,2,5,0,0,19.5,19.5,19.5,31.173000000000002,277,277,29.6,2.0,,,,,,5.0,,0.0,44.044,By MS/MS,By MS/MS,,,7.9,19.5,0.0,0.0,573970,141370,432600,0,0,33763.0,8316.2,25447.0,0.0,0.0,222120.0,298520,0,0.0,2,6,0,0,8,,,,1266,1958;3030;4222;4464;5151,True;True;True;True;True,2125;3281;4635;4890;5640,4545;4546;7192;10127;10720;10721;12440,5252;5253;8494;11966;11967;12656;12657;14851,5253;8494;11967;12656;14851,,,"Lys-63-specific deubiquitinase BRCC36, putative",0.09448401199999999,12.98873087,i,red,-1.5849625007211563,-2.807354922057604,5.150357257998519,5.636086515103073,-4.158246894295438,-5.498113605367773,-5.438622441558678,0.0,-5.498113605367773,-3.333121884334339,-4.4513674607203635
Tb927.9.1710,Tb927.9.1710:mRNA-p1,Tb927.9.1710:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,3.9,3.9,3.9,52.951,465,465,2.0,,2.0,,,,,,,0.0,11.282,By MS/MS,,,,3.9,0.0,0.0,0.0,80797,80797,0,0,0,3231.9,3231.9,0.0,0.0,0.0,19196.0,0,0,0.0,2,0,0,0,2,,,,1267,909;3238,True;True,988;3510,2132;7711,2474;9101,2474;9101,,,"hypothetical protein, conserved",,,,,-1.5849625007211563,0.0,4.907395235680112,-inf,-2.9165269903502122,0.0,-2.2208504919910705,0.0,0.0,-2.6295372115307423,0.0
Tb927.9.2060,Tb927.9.2060:mRNA-p1,Tb927.9.2060:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,11.6,11.6,11.6,37.972,353,353,2.0,,3.0,,,,,,,0.0,19.29,By MS/MS,,,,11.6,0.0,0.0,0.0,391610,391610,0,0,0,30124.0,30124.0,0.0,0.0,0.0,93037.0,0,0,0.0,4,0,0,0,4,,,,1269,3674;4270;5317,True;True;True,4041;4684;5821,8860;10219;12888,10458;12068;12069;15362,10458;12068;15362,,,"ADP-ribosylation factor family, putative",0.195725548,13.77254432,i,red,-2.321928094887362,0.0,5.592853773246955,-inf,-5.955450249908167,0.0,-4.2285897080578305,0.0,0.0,-4.708558531087957,0.0
Tb927.9.2120,Tb927.9.2120:mRNA-p1,Tb927.9.2120:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.4,5.4,5.4,30.605,276,276,2.0,,1.0,,,,,,,0.00096899,9.3589,By MS/MS,,,,5.4,0.0,0.0,0.0,60932,60932,0,0,0,4062.1,4062.1,0.0,0.0,0.0,14476.0,0,0,0.0,1,0,0,0,1,,,,1270,5289,True,5790,12796,15266,15266,,,"hypothetical protein, conserved",-0.36507223200000005,10.59034055,i,red,-1.0,0.0,4.784845433412646,-inf,-3.2067797884758553,0.0,-1.9112431506492107,0.0,0.0,-2.296507144953914,0.0
Tb927.9.2260,Tb927.9.2260:mRNA-p1,Tb927.9.2260:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.8,3.8,3.8,43.513999999999996,399,399,2.0,,1.0,,,,,,,0.00092081,7.2584,By MS/MS,,,,3.8,0.0,0.0,0.0,130870,130870,0,0,0,10905.0,10905.0,0.0,0.0,0.0,31091.0,0,0,0.0,1,0,0,0,1,,,,1271,2920,True,3165,6913,8172,8172,,,"PQ loop repeat, putative",,,,,-1.0,0.0,5.116840102412664,-inf,-4.529929800801495,0.0,-2.7929970343595145,0.0,0.0,-3.2332204351239264,0.0
